left_label,right_label,expected_same,product_trace,exact
9,30,False,0,True
10,1,False,0,True
10,2,False,0,True
10,3,False,0,True
10,4,False,0,True
10,5,False,0,True
10,6,False,0,True
10,7,False,0,True
10,8,False,0,True
10,9,False,0,True
10,10,True,1,True
10,11,False,0,True
10,12,False,0,True
10,13,False,0,True
10,14,False,0,True
10,15,False,0,True
10,16,False,0,True
10,17,False,0,True
10,18,False,0,True
10,19,False,0,True
10,20,False,0,True
10,21,False,0,True
10,22,False,0,True
10,23,False,0,True
10,24,False,0,True
10,25,False,0,True
10,26,False,0,True
10,27,False,0,True
10,28,False,0,True
10,29,False,0,True
10,30,False,0,True
11,1,False,0,True
11,2,False,0,True
11,3,False,0,True
11,4,False,0,True
11,5,False,0,True
11,6,False,0,True
11,7,False,0,True
11,8,False,0,True
11,9,False,0,True
11,10,False,0,True
11,11,True,1,True
11,12,False,0,True
11,13,False,0,True
11,14,False,0,True
11,15,False,0,True
11,16,False,0,True
11,17,False,0,True
11,18,False,0,True
11,19,False,0,True
11,20,False,0,True
11,21,False,0,True
11,22,False,0,True
11,23,False,0,True
11,24,False,0,True
11,25,False,0,True
11,26,False,0,True
11,27,False,0,True
11,28,False,0,True
11,29,False,0,True
11,30,False,0,True
12,1,False,0,True
12,2,False,0,True
12,3,False,0,True
12,4,False,0,True
12,5,False,0,True
12,6,False,0,True
12,7,False,0,True
12,8,False,0,True
12,9,False,0,True
12,10,False,0,True
12,11,False,0,True
12,12,True,1,True
12,13,False,0,True
12,14,False,0,True
12,15,False,0,True
12,16,False,0,True
12,17,False,0,True
12,18,False,0,True
12,19,False,0,True
12,20,False,0,True
12,21,False,0,True
12,22,False,0,True
12,23,False,0,True
12,24,False,0,True
12,25,False,0,True
12,26,False,0,True
12,27,False,0,True
12,28,False,0,True
12,29,False,0,True
12,30,False,0,True
13,1,False,0,True
13,2,False,0,True
13,3,False,0,True
13,4,False,0,True
13,5,False,0,True
13,6,False,0,True
13,7,False,0,True
13,8,False,0,True
13,9,False,0,True
13,10,False,0,True
13,11,False,0,True
13,12,False,0,True
13,13,True,1,True
13,14,False,0,True
13,15,False,0,True
13,16,False,0,True
13,17,False,0,True
13,18,False,0,True
13,19,False,0,True
13,20,False,0,True
13,21,False,0,True
13,22,False,0,True
13,23,False,0,True
13,24,False,0,True
13,25,False,0,True
13,26,False,0,True
13,27,False,0,True
13,28,False,0,True
13,29,False,0,True
13,30,False,0,True
14,1,False,0,True
14,2,False,0,True
14,3,False,0,True
14,4,False,0,True
14,5,False,0,True
14,6,False,0,True
14,7,False,0,True
14,8,False,0,True
14,9,False,0,True
14,10,False,0,True
14,11,False,0,True
14,12,False,0,True
14,13,False,0,True
14,14,True,1,True
14,15,False,0,True
14,16,False,0,True
14,17,False,0,True
14,18,False,0,True
14,19,False,0,True
14,20,False,0,True
14,21,False,0,True
14,22,False,0,True
14,23,False,0,True
14,24,False,0,True
14,25,False,0,True
14,26,False,0,True
14,27,False,0,True
14,28,False,0,True
14,29,False,0,True
14,30,False,0,True
15,1,False,0,True
15,2,False,0,True
15,3,False,0,True
15,4,False,0,True
15,5,False,0,True
15,6,False,0,True
15,7,False,0,True
15,8,False,0,True
15,9,False,0,True
15,10,False,0,True
15,11,False,0,True
15,12,False,0,True
15,13,False,0,True
15,14,False,0,True
15,15,True,1,True
15,16,False,0,True
15,17,False,0,True
15,18,False,0,True
15,19,False,0,True
15,20,False,0,True
15,21,False,0,True
15,22,False,0,True
15,23,False,0,True
15,24,False,0,True
15,25,False,0,True
15,26,False,0,True
15,27,False,0,True
15,28,False,0,True
15,29,False,0,True
15,30,False,0,True
16,1,False,0,True
16,2,False,0,True
16,3,False,0,True
16,4,False,0,True
16,5,False,0,True
16,6,False,0,True
16,7,False,0,True
16,8,False,0,True
16,9,False,0,True
16,10,False,0,True
16,11,False,0,True
16,12,False,0,True
16,13,False,0,True
16,14,False,0,True
16,15,False,0,True
16,16,True,1,True
16,17,False,0,True
16,18,False,0,True
16,19,False,0,True
16,20,False,0,True
16,21,False,0,True
16,22,False,0,True
16,23,False,0,True
16,24,False,0,True
16,25,False,0,True
16,26,False,0,True
16,27,False,0,True
16,28,False,0,True
16,29,False,0,True
16,30,False,0,True
17,1,False,0,True
17,2,False,0,True
17,3,False,0,True
17,4,False,0,True
17,5,False,0,True
17,6,False,0,True
17,7,False,0,True
17,8,False,0,True
17,9,False,0,True
17,10,False,0,True
17,11,False,0,True
17,12,False,0,True
17,13,False,0,True
17,14,False,0,True
17,15,False,0,True
17,16,False,0,True
17,17,True,1,True
17,18,False,0,True
17,19,False,0,True
17,20,False,0,True
17,21,False,0,True
17,22,False,0,True
17,23,False,0,True
17,24,False,0,True
17,25,False,0,True
17,26,False,0,True
17,27,False,0,True
17,28,False,0,True
17,29,False,0,True
17,30,False,0,True
18,1,False,0,True
18,2,False,0,True
18,3,False,0,True
18,4,False,0,True
18,5,False,0,True
18,6,False,0,True
18,7,False,0,True
18,8,False,0,True
18,9,False,0,True
18,10,False,0,True
18,11,False,0,True
18,12,False,0,True
18,13,False,0,True
18,14,False,0,True
18,15,False,0,True
18,16,False,0,True
18,17,False,0,True
18,18,True,1,True
18,19,False,0,True
18,20,False,0,True
18,21,False,0,True
18,22,False,0,True
18,23,False,0,True
18,24,False,0,True
18,25,False,0,True
18,26,False,0,True
18,27,False,0,True
18,28,False,0,True
18,29,False,0,True
18,30,False,0,True
19,1,False,0,True
19,2,False,0,True
19,3,False,0,True
19,4,False,0,True
19,5,False,0,True
19,6,False,0,True
19,7,False,0,True
19,8,False,0,True
19,9,False,0,True
19,10,False,0,True
19,11,False,0,True
19,12,False,0,True
19,13,False,0,True
19,14,False,0,True
19,15,False,0,True
19,16,False,0,True
19,17,False,0,True
19,18,False,0,True
19,19,True,1,True
19,20,False,0,True
19,21,False,0,True
19,22,False,0,True
19,23,False,0,True
19,24,False,0,True
19,25,False,0,True
19,26,False,0,True
19,27,False,0,True
19,28,False,0,True
19,29,False,0,True
19,30,False,0,True
20,1,False,0,True
20,2,False,0,True
20,3,False,0,True
20,4,False,0,True
20,5,False,0,True
20,6,False,0,True
20,7,False,0,True
20,8,False,0,True
20,9,False,0,True
20,10,False,0,True
20,11,False,0,True
20,12,False,0,True
20,13,False,0,True
20,14,False,0,True
20,15,False,0,True
20,16,False,0,True
20,17,False,0,True
20,18,False,0,True
20,19,False,0,True
20,20,True,1,True
20,21,False,0,True
20,22,False,0,True
20,23,False,0,True
20,24,False,0,True
20,25,False,0,True
20,26,False,0,True
20,27,False,0,True
20,28,False,0,True
20,29,False,0,True
20,30,False,0,True
21,1,False,0,True
21,2,False,0,True
21,3,False,0,True
21,4,False,0,True
21,5,False,0,True
21,6,False,0,True
21,7,False,0,True
21,8,False,0,True
21,9,False,0,True
21,10,False,0,True
21,11,False,0,True
21,12,False,0,True
21,13,False,0,True
21,14,False,0,True
21,15,False,0,True
21,16,False,0,True
21,17,False,0,True
21,18,False,0,True
21,19,False,0,True
21,20,False,0,True
21,21,True,1,True
21,22,False,0,True
21,23,False,0,True
21,24,False,0,True
21,25,False,0,True
21,26,False,0,True
21,27,False,0,True
21,28,False,0,True
21,29,False,0,True
21,30,False,0,True
22,1,False,0,True
22,2,False,0,True
22,3,False,0,True
22,4,False,0,True
22,5,False,0,True
22,6,False,0,True
22,7,False,0,True
22,8,False,0,True
22,9,False,0,True
22,10,False,0,True
22,11,False,0,True
22,12,False,0,True
22,13,False,0,True
22,14,False,0,True
22,15,False,0,True
22,16,False,0,True
22,17,False,0,True
22,18,False,0,True
22,19,False,0,True
22,20,False,0,True
22,21,False,0,True
22,22,True,1,True
22,23,False,0,True
22,24,False,0,True
22,25,False,0,True
22,26,False,0,True
22,27,False,0,True
22,28,False,0,True
22,29,False,0,True
22,30,False,0,True
23,1,False,0,True
23,2,False,0,True
23,3,False,0,True
23,4,False,0,True
23,5,False,0,True
23,6,False,0,True
23,7,False,0,True
23,8,False,0,True
23,9,False,0,True
23,10,False,0,True
23,11,False,0,True
23,12,False,0,True
23,13,False,0,True
23,14,False,0,True
23,15,False,0,True
23,16,False,0,True
23,17,False,0,True
23,18,False,0,True
23,19,False,0,True
23,20,False,0,True
23,21,False,0,True
23,22,False,0,True
23,23,True,1,True
23,24,False,0,True
23,25,False,0,True
23,26,False,0,True
23,27,False,0,True
23,28,False,0,True
23,29,False,0,True
23,30,False,0,True
24,1,False,0,True
24,2,False,0,True
24,3,False,0,True
24,4,False,0,True
24,5,False,0,True
24,6,False,0,True
24,7,False,0,True
24,8,False,0,True
24,9,False,0,True
24,10,False,0,True
24,11,False,0,True
24,12,False,0,True
24,13,False,0,True
24,14,False,0,True
24,15,False,0,True
24,16,False,0,True
24,17,False,0,True
24,18,False,0,True
24,19,False,0,True
24,20,False,0,True
24,21,False,0,True
24,22,False,0,True
24,23,False,0,True
24,24,True,1,True
24,25,False,0,True
24,26,False,0,True
24,27,False,0,True
24,28,False,0,True
24,29,False,0,True
24,30,False,0,True
25,1,False,0,True
25,2,False,0,True
25,3,False,0,True
25,4,False,0,True
25,5,False,0,True
25,6,False,0,True
25,7,False,0,True
25,8,False,0,True
25,9,False,0,True
25,10,False,0,True
25,11,False,0,True
25,12,False,0,True
25,13,False,0,True
25,14,False,0,True
25,15,False,0,True
25,16,False,0,True
25,17,False,0,True
25,18,False,0,True
25,19,False,0,True
25,20,False,0,True
25,21,False,0,True
25,22,False,0,True
25,23,False,0,True
25,24,False,0,True
25,25,True,1,True
25,26,False,0,True
25,27,False,0,True
25,28,False,0,True
25,29,False,0,True
25,30,False,0,True
26,1,False,0,True
26,2,False,0,True
26,3,False,0,True
26,4,False,0,True
26,5,False,0,True
26,6,False,0,True
26,7,False,0,True
26,8,False,0,True
26,9,False,0,True
26,10,False,0,True
26,11,False,0,True
26,12,False,0,True
26,13,False,0,True
26,14,False,0,True
26,15,False,0,True
26,16,False,0,True
26,17,False,0,True
26,18,False,0,True
26,19,False,0,True
26,20,False,0,True
26,21,False,0,True
26,22,False,0,True
26,23,False,0,True
26,24,False,0,True
26,25,False,0,True
26,26,True,1,True
26,27,False,0,True
26,28,False,0,True
26,29,False,0,True
26,30,False,0,True
27,1,False,0,True
27,2,False,0,True
27,3,False,0,True
27,4,False,0,True
27,5,False,0,True
27,6,False,0,True
27,7,False,0,True
27,8,False,0,True
27,9,False,0,True
27,10,False,0,True
27,11,False,0,True
27,12,False,0,True
27,13,False,0,True
27,14,False,0,True
27,15,False,0,True
27,16,False,0,True
27,17,False,0,True
27,18,False,0,True
27,19,False,0,True
27,20,False,0,True
27,21,False,0,True
27,22,False,0,True
27,23,False,0,True
27,24,False,0,True
27,25,False,0,True
27,26,False,0,True
27,27,True,1,True
27,28,False,0,True
27,29,False,0,True
27,30,False,0,True
28,1,False,0,True
28,2,False,0,True
28,3,False,0,True
28,4,False,0,True
28,5,False,0,True
28,6,False,0,True
28,7,False,0,True
28,8,False,0,True
28,9,False,0,True
28,10,False,0,True
28,11,False,0,True
28,12,False,0,True
28,13,False,0,True
28,14,False,0,True
28,15,False,0,True
28,16,False,0,True
28,17,False,0,True
28,18,False,0,True
28,19,False,0,True
28,20,False,0,True
28,21,False,0,True
28,22,False,0,True
28,23,False,0,True
28,24,False,0,True
28,25,False,0,True
28,26,False,0,True
28,27,False,0,True
28,28,True,1,True
28,29,False,0,True
28,30,False,0,True
29,1,False,0,True
29,2,False,0,True
29,3,False,0,True
29,4,False,0,True
29,5,False,0,True
29,6,False,0,True
29,7,False,0,True
29,8,False,0,True
29,9,False,0,True
29,10,False,0,True
29,11,False,0,True
29,12,False,0,True
29,13,False,0,True
29,14,False,0,True
29,15,False,0,True
29,16,False,0,True
29,17,False,0,True
29,18,False,0,True
29,19,False,0,True
29,20,False,0,True
29,21,False,0,True
29,22,False,0,True
29,23,False,0,True
29,24,False,0,True
29,25,False,0,True
29,26,False,0,True
29,27,False,0,True
29,28,False,0,True
29,29,True,1,True
29,30,False,0,True
30,1,False,0,True
30,2,False,0,True
30,3,False,0,True
30,4,False,0,True
30,5,False,0,True
30,6,False,0,True
30,7,False,0,True
30,8,False,0,True
30,9,False,0,True
30,10,False,0,True
30,11,False,0,True
30,12,False,0,True
30,13,False,0,True
30,14,False,0,True
30,15,False,0,True
30,16,False,0,True
30,17,False,0,True
30,18,False,0,True
30,19,False,0,True
30,20,False,0,True
30,21,False,0,True
30,22,False,0,True
30,23,False,0,True
30,24,False,0,True
30,25,False,0,True
30,26,False,0,True
30,27,False,0,True
30,28,False,0,True
30,29,False,0,True
30,30,True,1,True
