word,hecke_prime,a_p,frozen_s,zeta_repetition_cutoff_R,source_primitive_base_length,source_alpha_period,source_closed_control_period,output_primitive_owner_count,hecke_cycle_degree_pattern,degree_profile_type,hecke_degree_is_zeta_repetition,all_output_owners_primitive_exact,unweighted_output_alpha_period_sum,unweighted_expected_alpha_period_sum,unweighted_alpha_residual,ruelle_source_first_variation,ruelle_hecke_output_first_variation_one_sided,ruelle_naive_a_p_prediction,ruelle_naive_recurrence_residual,ruelle_naive_recurrence_status,selberg_source_first_variation,selberg_hecke_output_first_variation_one_sided,selberg_naive_a_p_prediction,selberg_naive_recurrence_residual,selberg_naive_recurrence_status,ruelle_closed_control_recurrence_residual,selberg_closed_control_recurrence_residual,canonical_inverse_paired_ruelle_first_variation,canonical_inverse_paired_selberg_first_variation,canonical_orientation_pairing_status,formal_no_implication_witness,analytic_evidence_token,finite_period_evidence_token
LLLRLLRLR,7,-2,0.25,4,7.741533400574188,0.6346046521397757,-3.9314525113346583,4,1|1|3|3,MIXED_DEGREES,false,true,-1.2692093042795514,-1.2692093042795514,0.0,-0.026757263516768506,0.07979296965884884,0.05351452703353701,0.02627844262531183,FAILS_NAIVE_HECKE_RECURRENCE,-0.02676721820446721,0.07982283372190581,0.05353443640893442,0.02628839731297139,FAILS_NAIVE_HECKE_RECURRENCE,0.32046878353882285,0.3205901821578451,0.0,0.0,PROVED_EXACT_ZERO_BEFORE_TRUNCATION_LIMIT,UNWEIGHTED_RELATION_UNDERDETERMINES_LENGTH_KERNEL_MOMENTS,PROVED,NUMERICAL_OBSERVATION
LLLRLLRLR,7,-2,0.5,4,7.741533400574188,0.6346046521397757,-3.9314525113346583,4,1|1|3|3,MIXED_DEGREES,false,true,-1.2692093042795514,-1.2692093042795514,0.0,-0.0067541071890279405,0.020259448674872234,0.013508214378055881,0.006751234296816353,FAILS_NAIVE_HECKE_RECURRENCE,-0.006756981329769215,0.020268071097095827,0.01351396265953843,0.0067541084375573966,FAILS_NAIVE_HECKE_RECURRENCE,0.08233211812949455,0.08236716862316851,0.0,0.0,PROVED_EXACT_ZERO_BEFORE_TRUNCATION_LIMIT,UNWEIGHTED_RELATION_UNDERDETERMINES_LENGTH_KERNEL_MOMENTS,PROVED,NUMERICAL_OBSERVATION
LLLRLLRLR,13,4,0.125,4,7.741533400574188,0.6346046521397757,-3.9314525113346583,4,1|1|6|6,MIXED_DEGREES,false,true,2.538418608559092,2.5384186085591027,1.0658141036401503e-14,-0.04759730631719645,0.14111604583149095,-0.1903892252687858,0.3315052711002767,FAILS_NAIVE_HECKE_RECURRENCE,-0.04761040734085453,0.1411553489024652,-0.19044162936341813,0.3315969782658833,FAILS_NAIVE_HECKE_RECURRENCE,0.31186891377470793,0.31195518876523254,0.0,0.0,PROVED_EXACT_ZERO_BEFORE_TRUNCATION_LIMIT,UNWEIGHTED_RELATION_UNDERDETERMINES_LENGTH_KERNEL_MOMENTS,PROVED,NUMERICAL_OBSERVATION
LLLRLLRLR,13,4,0.25,4,7.741533400574188,0.6346046521397757,-3.9314525113346583,4,1|1|6|6,MIXED_DEGREES,false,true,2.538418608559092,2.5384186085591027,1.0658141036401503e-14,-0.026757263516768506,0.08026173542756508,-0.10702905406707403,0.18729078949463912,FAILS_NAIVE_HECKE_RECURRENCE,-0.02676721820446721,0.08029159949066118,-0.10706887281786884,0.18736047230853003,FAILS_NAIVE_HECKE_RECURRENCE,0.17619682150403015,0.17626237673156775,0.0,0.0,PROVED_EXACT_ZERO_BEFORE_TRUNCATION_LIMIT,UNWEIGHTED_RELATION_UNDERDETERMINES_LENGTH_KERNEL_MOMENTS,PROVED,NUMERICAL_OBSERVATION
LLLRLLRLR,13,4,0.5,4,7.741533400574188,0.6346046521397757,-3.9314525113346583,4,1|1|6|6,MIXED_DEGREES,false,true,2.538418608559092,2.5384186085591027,1.0658141036401503e-14,-0.0067541071890279405,0.020262321385006665,-0.027016428756111762,0.04727875014111843,FAILS_NAIVE_HECKE_RECURRENCE,-0.006756981329769215,0.02027094380723049,-0.02702792531907686,0.04729886912630735,FAILS_NAIVE_HECKE_RECURRENCE,0.04447824434947306,0.04449717160826533,0.0,0.0,PROVED_EXACT_ZERO_BEFORE_TRUNCATION_LIMIT,UNWEIGHTED_RELATION_UNDERDETERMINES_LENGTH_KERNEL_MOMENTS,PROVED,NUMERICAL_OBSERVATION
LLLRLRLLR,2,-2,0.125,4,7.741533400574188,-0.6346046521397771,-7.739080424173309,2,1|2,MIXED_DEGREES,false,true,1.2692093042795562,1.2692093042795543,1.9984014443252818e-15,0.04759730631719656,0.007461411042043592,-0.09519461263439312,0.10265602367643671,FAILS_NAIVE_HECKE_RECURRENCE,0.047610407340854644,0.007474505582376126,-0.09522081468170929,0.10269532026408541,FAILS_NAIVE_HECKE_RECURRENCE,0.6226129188897116,0.6228512542767852,0.0,0.0,PROVED_EXACT_ZERO_BEFORE_TRUNCATION_LIMIT,UNWEIGHTED_RELATION_UNDERDETERMINES_LENGTH_KERNEL_MOMENTS,PROVED,NUMERICAL_OBSERVATION
LLLRLRLLR,2,-2,0.25,4,7.741533400574188,-0.6346046521397771,-7.739080424173309,2,1|2,MIXED_DEGREES,false,true,1.2692093042795562,1.2692093042795543,1.9984014443252818e-15,0.02675726351676857,0.016626102733226577,-0.05351452703353714,0.07014062976676372,FAILS_NAIVE_HECKE_RECURRENCE,0.02676721820446727,0.01663605554894398,-0.05353443640893454,0.07017049195787851,FAILS_NAIVE_HECKE_RECURRENCE,0.42540574501008366,0.42558686040213345,0.0,0.0,PROVED_EXACT_ZERO_BEFORE_TRUNCATION_LIMIT,UNWEIGHTED_RELATION_UNDERDETERMINES_LENGTH_KERNEL_MOMENTS,PROVED,NUMERICAL_OBSERVATION
LLLRLRLLR,2,-2,0.5,4,7.741533400574188,-0.6346046521397771,-7.739080424173309,2,1|2,MIXED_DEGREES,false,true,1.2692093042795562,1.2692093042795543,1.9984014443252818e-15,0.006754107189027956,0.00634041437811102,-0.013508214378055912,0.01984862875616693,FAILS_NAIVE_HECKE_RECURRENCE,0.006756981329769231,0.006343288440819191,-0.013513962659538461,0.019857251100357652,FAILS_NAIVE_HECKE_RECURRENCE,0.12038273296837204,0.12043502783322263,0.0,0.0,PROVED_EXACT_ZERO_BEFORE_TRUNCATION_LIMIT,UNWEIGHTED_RELATION_UNDERDETERMINES_LENGTH_KERNEL_MOMENTS,PROVED,NUMERICAL_OBSERVATION
LLLRLRLLR,3,-1,0.125,4,7.741533400574188,-0.6346046521397771,-7.739080424173309,2,2|2,UNIFORM_NONUNIT,false,true,0.634604652139777,0.6346046521397771,1.1102230246251565e-16,0.04759730631719656,-0.013378631758384281,-0.04759730631719656,0.03421867455881228,FAILS_NAIVE_HECKE_RECURRENCE,0.047610407340854644,-0.013378633919492799,-0.047610407340854644,0.03423177342136184,FAILS_NAIVE_HECKE_RECURRENCE,0.4173008715368387,0.4174606137486149,0.0,0.0,PROVED_EXACT_ZERO_BEFORE_TRUNCATION_LIMIT,UNWEIGHTED_RELATION_FORCES_A_NONUNIT_LENGTH_KERNEL_SHIFT,PROVED,NUMERICAL_OBSERVATION
LLLRLRLLR,3,-1,0.25,4,7.741533400574188,-0.6346046521397771,-7.739080424173309,2,2|2,UNIFORM_NONUNIT,false,true,0.634604652139777,0.6346046521397771,1.1102230246251565e-16,0.02675726351676857,-0.0033770535945139768,-0.02675726351676857,0.02338020992225459,FAILS_NAIVE_HECKE_RECURRENCE,0.02676721820446727,-0.0033770542185077423,-0.02676721820446727,0.023390163985959528,FAILS_NAIVE_HECKE_RECURRENCE,0.2851244854765565,0.28524587648637667,0.0,0.0,PROVED_EXACT_ZERO_BEFORE_TRUNCATION_LIMIT,UNWEIGHTED_RELATION_FORCES_A_NONUNIT_LENGTH_KERNEL_SHIFT,PROVED,NUMERICAL_OBSERVATION
LLLRLRLLR,3,-1,0.5,4,7.741533400574188,-0.6346046521397771,-7.739080424173309,2,2|2,UNIFORM_NONUNIT,false,true,0.634604652139777,0.6346046521397771,1.1102230246251565e-16,0.006754107189027956,-0.00013789760363897366,-0.006754107189027956,0.006616209585388983,FAILS_NAIVE_HECKE_RECURRENCE,0.006756981329769231,-0.00013789762965000824,-0.006756981329769231,0.006619083700119223,FAILS_NAIVE_HECKE_RECURRENCE,0.08068547545603824,0.08072052563250738,0.0,0.0,PROVED_EXACT_ZERO_BEFORE_TRUNCATION_LIMIT,UNWEIGHTED_RELATION_FORCES_A_NONUNIT_LENGTH_KERNEL_SHIFT,PROVED,NUMERICAL_OBSERVATION
LLLRLRLLR,5,1,0.125,4,7.741533400574188,-0.6346046521397771,-7.739080424173309,2,1|5,MIXED_DEGREES,false,true,-0.6346046521397778,-0.6346046521397771,6.661338147750939e-16,0.04759730631719656,0.047597306317196476,0.04759730631719656,8.326672684688674e-17,PASS_NUMERICAL_OBSERVATION,0.047610407340854644,0.04761040734085456,0.047610407340854644,8.326672684688674e-17,PASS_NUMERICAL_OBSERVATION,0.8636810099190466,0.8639219409106096,0.0,0.0,PROVED_EXACT_ZERO_BEFORE_TRUNCATION_LIMIT,UNWEIGHTED_RELATION_UNDERDETERMINES_LENGTH_KERNEL_MOMENTS,PROVED,NUMERICAL_OBSERVATION
LLLRLRLLR,5,1,0.25,4,7.741533400574188,-0.6346046521397771,-7.739080424173309,2,1|5,MIXED_DEGREES,false,true,-0.6346046521397778,-0.6346046521397771,6.661338147750939e-16,0.02675726351676857,0.02675726351676852,0.02675726351676857,4.85722573273506e-17,PASS_NUMERICAL_OBSERVATION,0.02676721820446727,0.026767218204467223,0.02676721820446727,4.5102810375396984e-17,PASS_NUMERICAL_OBSERVATION,0.4918895536580412,0.4920726227708482,0.0,0.0,PROVED_EXACT_ZERO_BEFORE_TRUNCATION_LIMIT,UNWEIGHTED_RELATION_UNDERDETERMINES_LENGTH_KERNEL_MOMENTS,PROVED,NUMERICAL_OBSERVATION
LLLRLRLLR,5,1,0.5,4,7.741533400574188,-0.6346046521397771,-7.739080424173309,2,1|5,MIXED_DEGREES,false,true,-0.6346046521397778,-0.6346046521397771,6.661338147750939e-16,0.006754107189027956,0.006754107189027944,0.006754107189027956,1.214306433183765e-17,PASS_NUMERICAL_OBSERVATION,0.006756981329769231,0.0067569813297692185,0.006756981329769231,1.214306433183765e-17,PASS_NUMERICAL_OBSERVATION,0.12420964070944653,0.12426249685235256,0.0,0.0,PROVED_EXACT_ZERO_BEFORE_TRUNCATION_LIMIT,UNWEIGHTED_RELATION_UNDERDETERMINES_LENGTH_KERNEL_MOMENTS,PROVED,NUMERICAL_OBSERVATION
LLLRLRLLR,7,-2,0.125,4,7.741533400574188,-0.6346046521397771,-7.739080424173309,4,1|1|3|3,MIXED_DEGREES,false,true,1.2692093042795571,1.2692093042795543,2.886579864025407e-15,0.04759730631719656,-0.13818806967164626,-0.09519461263439312,0.042993457037253144,FAILS_NAIVE_HECKE_RECURRENCE,0.047610407340854644,-0.1382273727422638,-0.09522081468170929,0.043006558060554506,FAILS_NAIVE_HECKE_RECURRENCE,0.2663496620614709,0.2664308244840681,0.0,0.0,PROVED_EXACT_ZERO_BEFORE_TRUNCATION_LIMIT,UNWEIGHTED_RELATION_UNDERDETERMINES_LENGTH_KERNEL_MOMENTS,PROVED,NUMERICAL_OBSERVATION
LLLRLRLLR,7,-2,0.25,4,7.741533400574188,-0.6346046521397771,-7.739080424173309,4,1|1|3|3,MIXED_DEGREES,false,true,1.2692093042795571,1.2692093042795543,2.886579864025407e-15,0.02675726351676857,-0.0797929696588489,-0.05351452703353714,0.02627844262531176,FAILS_NAIVE_HECKE_RECURRENCE,0.02676721820446727,-0.07982283372190586,-0.05353443640893454,0.026288397312971327,FAILS_NAIVE_HECKE_RECURRENCE,0.1627981277869514,0.16285979828001623,0.0,0.0,PROVED_EXACT_ZERO_BEFORE_TRUNCATION_LIMIT,UNWEIGHTED_RELATION_UNDERDETERMINES_LENGTH_KERNEL_MOMENTS,PROVED,NUMERICAL_OBSERVATION
LLLRLRLLR,7,-2,0.5,4,7.741533400574188,-0.6346046521397771,-7.739080424173309,4,1|1|3|3,MIXED_DEGREES,false,true,1.2692093042795571,1.2692093042795543,2.886579864025407e-15,0.006754107189027956,-0.020259448674872255,-0.013508214378055912,0.006751234296816342,FAILS_NAIVE_HECKE_RECURRENCE,0.006756981329769231,-0.02026807109709584,-0.013513962659538461,0.006754108437557379,FAILS_NAIVE_HECKE_RECURRENCE,0.04182471234859625,0.041842517997824,0.0,0.0,PROVED_EXACT_ZERO_BEFORE_TRUNCATION_LIMIT,UNWEIGHTED_RELATION_UNDERDETERMINES_LENGTH_KERNEL_MOMENTS,PROVED,NUMERICAL_OBSERVATION
LLLRLRLLR,13,4,0.125,4,7.741533400574188,-0.6346046521397771,-7.739080424173309,4,1|1|6|6,MIXED_DEGREES,false,true,-2.538418608559123,-2.5384186085591085,1.4654943925052066e-14,0.04759730631719656,-0.1411160458314906,0.19038922526878624,0.33150527110027683,FAILS_NAIVE_HECKE_RECURRENCE,0.047610407340854644,-0.14115534890246484,0.19044162936341857,0.3315969782658834,FAILS_NAIVE_HECKE_RECURRENCE,2.3009005403763676,2.3015370583605317,0.0,0.0,PROVED_EXACT_ZERO_BEFORE_TRUNCATION_LIMIT,UNWEIGHTED_RELATION_UNDERDETERMINES_LENGTH_KERNEL_MOMENTS,PROVED,NUMERICAL_OBSERVATION
LLLRLRLLR,13,4,0.25,4,7.741533400574188,-0.6346046521397771,-7.739080424173309,4,1|1|6|6,MIXED_DEGREES,false,true,-2.538418608559123,-2.5384186085591085,1.4654943925052066e-14,0.02675726351676857,-0.08026173542756489,0.10702905406707428,0.18729078949463918,FAILS_NAIVE_HECKE_RECURRENCE,0.02676721820446727,-0.080291599490661,0.10706887281786907,0.1873604723085301,FAILS_NAIVE_HECKE_RECURRENCE,1.2999415584718643,1.3004252105827474,0.0,0.0,PROVED_EXACT_ZERO_BEFORE_TRUNCATION_LIMIT,UNWEIGHTED_RELATION_UNDERDETERMINES_LENGTH_KERNEL_MOMENTS,PROVED,NUMERICAL_OBSERVATION
LLLRLRLLR,13,4,0.5,4,7.741533400574188,-0.6346046521397771,-7.739080424173309,4,1|1|6|6,MIXED_DEGREES,false,true,-2.538418608559123,-2.5384186085591085,1.4654943925052066e-14,0.006754107189027956,-0.020262321385006617,0.027016428756111825,0.047278750141118445,FAILS_NAIVE_HECKE_RECURRENCE,0.006756981329769231,-0.020270943807230442,0.027027925319076922,0.04729886912630736,FAILS_NAIVE_HECKE_RECURRENCE,0.3281507451961835,0.3282903863661093,0.0,0.0,PROVED_EXACT_ZERO_BEFORE_TRUNCATION_LIMIT,UNWEIGHTED_RELATION_UNDERDETERMINES_LENGTH_KERNEL_MOMENTS,PROVED,NUMERICAL_OBSERVATION
LLLRRLRRR,2,-2,0.125,4,7.376507734722593,-0.6346046521397758,3.931452511334654,2,1|2,MIXED_DEGREES,false,true,1.2692093042795523,1.2692093042795516,6.661338147750939e-16,0.0510680426060021,0.0063852118631159,-0.1021360852120042,0.1085212970751201,FAILS_NAIVE_HECKE_RECURRENCE,0.05108780181125535,0.006404956328712914,-0.1021756036225107,0.10858055995122362,FAILS_NAIVE_HECKE_RECURRENCE,0.007058255872787411,0.007062110347020201,0.0,0.0,PROVED_EXACT_ZERO_BEFORE_TRUNCATION_LIMIT,UNWEIGHTED_RELATION_UNDERDETERMINES_LENGTH_KERNEL_MOMENTS,PROVED,NUMERICAL_OBSERVATION
LLLRRLRRR,2,-2,0.25,4,7.376507734722593,-0.6346046521397758,3.931452511334654,2,1|2,MIXED_DEGREES,false,true,1.2692093042795523,1.2692093042795516,6.661338147750939e-16,0.029788553828590858,0.017576790037253497,-0.059577107657181716,0.07715389769443522,FAILS_NAIVE_HECKE_RECURRENCE,0.029804267849362534,0.017592499395478665,-0.05960853569872507,0.07720103509420373,FAILS_NAIVE_HECKE_RECURRENCE,0.0050181113402396615,0.005021177170060287,0.0,0.0,PROVED_EXACT_ZERO_BEFORE_TRUNCATION_LIMIT,UNWEIGHTED_RELATION_UNDERDETERMINES_LENGTH_KERNEL_MOMENTS,PROVED,NUMERICAL_OBSERVATION
LLLRRLRRR,2,-2,0.5,4,7.376507734722593,-0.6346046521397758,3.931452511334654,2,1|2,MIXED_DEGREES,false,true,1.2692093042795523,1.2692093042795516,6.661338147750939e-16,0.008141175860891624,0.007545116154433769,-0.016282351721783248,0.023827467876217017,FAILS_NAIVE_HECKE_RECURRENCE,0.00814614621123537,0.007550086271504303,-0.01629229242247074,0.02384237869397504,FAILS_NAIVE_HECKE_RECURRENCE,0.001549745253731541,0.0015507150575382184,0.0,0.0,PROVED_EXACT_ZERO_BEFORE_TRUNCATION_LIMIT,UNWEIGHTED_RELATION_UNDERDETERMINES_LENGTH_KERNEL_MOMENTS,PROVED,NUMERICAL_OBSERVATION
LLLRRLRRR,3,-1,0.125,4,7.376507734722593,-0.6346046521397758,3.931452511334654,2,1|3,MIXED_DEGREES,false,true,0.6346046521397737,0.6346046521397758,2.1094237467877974e-15,0.0510680426060021,-0.188298633080605,-0.0510680426060021,0.1372305904746029,FAILS_NAIVE_HECKE_RECURRENCE,0.05108780181125535,-0.18837766989794968,-0.05108780181125535,0.13728986808669433,FAILS_NAIVE_HECKE_RECURRENCE,0.8323090592877022,0.8326685803929168,0.0,0.0,PROVED_EXACT_ZERO_BEFORE_TRUNCATION_LIMIT,UNWEIGHTED_RELATION_UNDERDETERMINES_LENGTH_KERNEL_MOMENTS,PROVED,NUMERICAL_OBSERVATION
LLLRRLRRR,3,-1,0.25,4,7.376507734722593,-0.6346046521397758,3.931452511334654,2,1|3,MIXED_DEGREES,false,true,0.6346046521397737,0.6346046521397758,2.1094237467877974e-15,0.029788553828590858,-0.11726359734758697,-0.029788553828590858,0.08747504351899611,FAILS_NAIVE_HECKE_RECURRENCE,0.029804267849362534,-0.1173264534302122,-0.029804267849362534,0.08752218558084966,FAILS_NAIVE_HECKE_RECURRENCE,0.5305396626994812,0.5308255812036464,0.0,0.0,PROVED_EXACT_ZERO_BEFORE_TRUNCATION_LIMIT,UNWEIGHTED_RELATION_UNDERDETERMINES_LENGTH_KERNEL_MOMENTS,PROVED,NUMERICAL_OBSERVATION
LLLRRLRRR,3,-1,0.5,4,7.376507734722593,-0.6346046521397758,3.931452511334654,2,1|3,MIXED_DEGREES,false,true,0.6346046521397737,0.6346046521397758,2.1094237467877974e-15,0.008141175860891624,-0.0325498017234638,-0.008141175860891624,0.024408625862572177,FAILS_NAIVE_HECKE_RECURRENCE,0.00814614621123537,-0.03256968312483512,-0.00814614621123537,0.024423536913599754,FAILS_NAIVE_HECKE_RECURRENCE,0.14803929910906194,0.148129735234206,0.0,0.0,PROVED_EXACT_ZERO_BEFORE_TRUNCATION_LIMIT,UNWEIGHTED_RELATION_UNDERDETERMINES_LENGTH_KERNEL_MOMENTS,PROVED,NUMERICAL_OBSERVATION
LLLRRLRRR,5,1,0.125,4,7.376507734722593,-0.6346046521397758,3.931452511334654,4,1|1|2|2,MIXED_DEGREES,false,true,-0.6346046521397756,-0.6346046521397758,2.220446049250313e-16,0.0510680426060021,0.08724180829770876,0.0510680426060021,0.03617376569170667,FAILS_NAIVE_HECKE_RECURRENCE,0.05108780181125535,0.08728132179499652,0.05108780181125535,0.03619351998374117,FAILS_NAIVE_HECKE_RECURRENCE,0.441143444173267,0.4413843501519139,0.0,0.0,PROVED_EXACT_ZERO_BEFORE_TRUNCATION_LIMIT,UNWEIGHTED_RELATION_UNDERDETERMINES_LENGTH_KERNEL_MOMENTS,PROVED,NUMERICAL_OBSERVATION
