word,hecke_prime,a_p,hecke_cycle_degree_d,primitive_owner_count_at_degree,base_alpha_period,alpha_period_sum_at_degree,complex_period_sum_real_at_degree,complex_period_sum_imag_at_degree,closed_control_period_sum_at_degree,required_alpha_moment_for_all_s_recurrence,alpha_moment_residual,alpha_moment_status,required_complex_moment_real_for_all_s_recurrence,required_complex_moment_imag_for_all_s_recurrence,complex_moment_residual,complex_moment_status,required_closed_control_moment_for_all_s_recurrence,closed_control_moment_residual,closed_control_moment_status,moment_criterion_scope,period_evidence_token
LLLRLRLLR,2,-2,1,1,-0.6346046521397771,-0.6346046521397758,-0.6346046521397758,1.4588166169384955,3.931452511334655,1.2692093042795543,1.90381395641933,FAILS_NAIVE_ALL_S_RECURRENCE,1.2692093042795543,2.9176332338769893,2.398468991359466,FAILS_NAIVE_ALL_S_RECURRENCE,15.478160848346619,11.546708337011964,FAILS_NAIVE_ALL_S_RECURRENCE,NECESSARY_AND_SUFFICIENT_FOR_THE_NAIVE_ALL_S_IDENTITY_ON_THIS_FINITE_HECKE_OWNER_MULTISET,NUMERICAL_OBSERVATION
LLLRLRLLR,2,-2,2,1,-0.6346046521397771,1.903813956419332,1.903813956419332,1.4588166169384953,11.546708337011978,0.0,1.903813956419332,FAILS_NAIVE_ALL_S_RECURRENCE,0.0,0.0,2.3984689913594686,FAILS_NAIVE_ALL_S_RECURRENCE,0.0,11.546708337011978,FAILS_NAIVE_ALL_S_RECURRENCE,NECESSARY_AND_SUFFICIENT_FOR_THE_NAIVE_ALL_S_IDENTITY_ON_THIS_FINITE_HECKE_OWNER_MULTISET,NUMERICAL_OBSERVATION
LLLRLRLLR,3,-1,1,0,-0.6346046521397771,0,0.0,0.0,0,0.6346046521397771,0.6346046521397771,FAILS_NAIVE_ALL_S_RECURRENCE,0.6346046521397771,1.4588166169384946,1.5908705121326883,FAILS_NAIVE_ALL_S_RECURRENCE,7.739080424173309,7.739080424173309,FAILS_NAIVE_ALL_S_RECURRENCE,NECESSARY_AND_SUFFICIENT_FOR_THE_NAIVE_ALL_S_IDENTITY_ON_THIS_FINITE_HECKE_OWNER_MULTISET,NUMERICAL_OBSERVATION
LLLRLRLLR,3,-1,2,2,-0.6346046521397771,0.634604652139777,0.634604652139777,1.458816616938495,7.739080424173311,0.0,0.634604652139777,FAILS_NAIVE_ALL_S_RECURRENCE,0.0,0.0,1.5908705121326887,FAILS_NAIVE_ALL_S_RECURRENCE,0.0,7.739080424173311,FAILS_NAIVE_ALL_S_RECURRENCE,NECESSARY_AND_SUFFICIENT_FOR_THE_NAIVE_ALL_S_IDENTITY_ON_THIS_FINITE_HECKE_OWNER_MULTISET,NUMERICAL_OBSERVATION
LLLRLRLLR,5,1,1,1,-0.6346046521397771,-0.634604652139776,-0.634604652139776,1.4588166169384948,3.9314525113346512,-0.6346046521397771,1.1102230246251565e-15,PASS_NUMERICAL_OBSERVATION,-0.6346046521397771,-1.4588166169384946,2.9176332338769893,FAILS_NAIVE_ALL_S_RECURRENCE,-7.739080424173309,11.67053293550796,FAILS_NAIVE_ALL_S_RECURRENCE,NECESSARY_AND_SUFFICIENT_FOR_THE_NAIVE_ALL_S_IDENTITY_ON_THIS_FINITE_HECKE_OWNER_MULTISET,NUMERICAL_OBSERVATION
LLLRLRLLR,5,1,5,1,-0.6346046521397771,-1.7763568394002505e-15,-1.7763568394002505e-15,-2.917633233876991,-11.67053293550797,0.0,1.7763568394002505e-15,PASS_NUMERICAL_OBSERVATION,0.0,0.0,2.917633233876991,FAILS_NAIVE_ALL_S_RECURRENCE,0.0,11.67053293550797,FAILS_NAIVE_ALL_S_RECURRENCE,NECESSARY_AND_SUFFICIENT_FOR_THE_NAIVE_ALL_S_IDENTITY_ON_THIS_FINITE_HECKE_OWNER_MULTISET,NUMERICAL_OBSERVATION
LLLRLRLLR,7,-2,1,2,-0.6346046521397771,1.9038139564193313,1.9038139564193313,1.4588166169384962,11.546708337011978,1.2692093042795543,0.634604652139777,FAILS_NAIVE_ALL_S_RECURRENCE,1.2692093042795543,2.9176332338769893,1.590870512132687,FAILS_NAIVE_ALL_S_RECURRENCE,15.478160848346619,3.9314525113346406,FAILS_NAIVE_ALL_S_RECURRENCE,NECESSARY_AND_SUFFICIENT_FOR_THE_NAIVE_ALL_S_IDENTITY_ON_THIS_FINITE_HECKE_OWNER_MULTISET,NUMERICAL_OBSERVATION
LLLRLRLLR,7,-2,3,2,-0.6346046521397771,-0.6346046521397741,-0.6346046521397741,1.4588166169384948,3.9314525113346575,0.0,0.6346046521397741,FAILS_NAIVE_ALL_S_RECURRENCE,0.0,0.0,1.5908705121326874,FAILS_NAIVE_ALL_S_RECURRENCE,0.0,3.9314525113346575,FAILS_NAIVE_ALL_S_RECURRENCE,NECESSARY_AND_SUFFICIENT_FOR_THE_NAIVE_ALL_S_IDENTITY_ON_THIS_FINITE_HECKE_OWNER_MULTISET,NUMERICAL_OBSERVATION
LLLRLRLLR,13,4,1,2,-0.6346046521397771,1.9038139564193273,1.9038139564193273,-1.4588166169384913,-0.12382459849598249,-2.5384186085591085,4.442232564978436,FAILS_NAIVE_ALL_S_RECURRENCE,-2.5384186085591085,-5.8352664677539785,6.235923625098194,FAILS_NAIVE_ALL_S_RECURRENCE,-30.956321696693237,30.832497098197255,FAILS_NAIVE_ALL_S_RECURRENCE,NECESSARY_AND_SUFFICIENT_FOR_THE_NAIVE_ALL_S_IDENTITY_ON_THIS_FINITE_HECKE_OWNER_MULTISET,NUMERICAL_OBSERVATION
LLLRLRLLR,13,4,6,2,-0.6346046521397771,-4.44223256497845,-4.44223256497845,-4.3764498508154706,-30.83249709819723,0.0,4.44223256497845,FAILS_NAIVE_ALL_S_RECURRENCE,0.0,0.0,6.235923625098192,FAILS_NAIVE_ALL_S_RECURRENCE,0.0,30.83249709819723,FAILS_NAIVE_ALL_S_RECURRENCE,NECESSARY_AND_SUFFICIENT_FOR_THE_NAIVE_ALL_S_IDENTITY_ON_THIS_FINITE_HECKE_OWNER_MULTISET,NUMERICAL_OBSERVATION
LLLRRLRRR,2,-2,1,1,-0.6346046521397758,-0.6346046521397778,-0.6346046521397778,-1.4588166169384953,-7.739080424173315,1.2692093042795516,1.9038139564193295,FAILS_NAIVE_ALL_S_RECURRENCE,1.2692093042795516,-2.9176332338769906,2.398468991359467,FAILS_NAIVE_ALL_S_RECURRENCE,-7.862905022669308,0.12382459849599314,FAILS_NAIVE_ALL_S_RECURRENCE,NECESSARY_AND_SUFFICIENT_FOR_THE_NAIVE_ALL_S_IDENTITY_ON_THIS_FINITE_HECKE_OWNER_MULTISET,NUMERICAL_OBSERVATION
LLLRRLRRR,2,-2,2,1,-0.6346046521397758,1.9038139564193302,1.9038139564193302,-1.4588166169384957,-0.12382459849599226,0.0,1.9038139564193302,FAILS_NAIVE_ALL_S_RECURRENCE,0.0,0.0,2.3984689913594672,FAILS_NAIVE_ALL_S_RECURRENCE,0.0,0.12382459849599226,FAILS_NAIVE_ALL_S_RECURRENCE,NECESSARY_AND_SUFFICIENT_FOR_THE_NAIVE_ALL_S_IDENTITY_ON_THIS_FINITE_HECKE_OWNER_MULTISET,NUMERICAL_OBSERVATION
LLLRRLRRR,3,-1,1,1,-0.6346046521397758,2.5384186085591063,2.5384186085591063,-2.9235872981795788e-15,7.615255825677307,0.6346046521397758,1.9038139564193304,FAILS_NAIVE_ALL_S_RECURRENCE,0.6346046521397758,-1.4588166169384953,2.3984689913594655,FAILS_NAIVE_ALL_S_RECURRENCE,-3.931452511334654,11.54670833701196,FAILS_NAIVE_ALL_S_RECURRENCE,NECESSARY_AND_SUFFICIENT_FOR_THE_NAIVE_ALL_S_IDENTITY_ON_THIS_FINITE_HECKE_OWNER_MULTISET,NUMERICAL_OBSERVATION
LLLRRLRRR,3,-1,3,1,-0.6346046521397758,-1.9038139564193326,-1.9038139564193326,-1.458816616938494,-11.546708337011975,0.0,1.9038139564193326,FAILS_NAIVE_ALL_S_RECURRENCE,0.0,0.0,2.398468991359468,FAILS_NAIVE_ALL_S_RECURRENCE,0.0,11.546708337011975,FAILS_NAIVE_ALL_S_RECURRENCE,NECESSARY_AND_SUFFICIENT_FOR_THE_NAIVE_ALL_S_IDENTITY_ON_THIS_FINITE_HECKE_OWNER_MULTISET,NUMERICAL_OBSERVATION
LLLRRLRRR,5,1,1,2,-0.6346046521397758,-1.2692093042795518,-1.2692093042795518,1.5543122344752192e-15,-3.8076279128386488,-0.6346046521397758,0.634604652139776,FAILS_NAIVE_ALL_S_RECURRENCE,-0.6346046521397758,1.4588166169384953,1.5908705121326872,FAILS_NAIVE_ALL_S_RECURRENCE,3.931452511334654,7.739080424173302,FAILS_NAIVE_ALL_S_RECURRENCE,NECESSARY_AND_SUFFICIENT_FOR_THE_NAIVE_ALL_S_IDENTITY_ON_THIS_FINITE_HECKE_OWNER_MULTISET,NUMERICAL_OBSERVATION
LLLRRLRRR,5,1,2,2,-0.6346046521397758,0.6346046521397761,0.6346046521397761,1.4588166169384966,7.739080424173316,0.0,0.6346046521397761,FAILS_NAIVE_ALL_S_RECURRENCE,0.0,0.0,1.5908705121326898,FAILS_NAIVE_ALL_S_RECURRENCE,0.0,7.739080424173316,FAILS_NAIVE_ALL_S_RECURRENCE,NECESSARY_AND_SUFFICIENT_FOR_THE_NAIVE_ALL_S_IDENTITY_ON_THIS_FINITE_HECKE_OWNER_MULTISET,NUMERICAL_OBSERVATION
LLLRRLRRR,7,-2,1,1,-0.6346046521397758,-0.6346046521397781,-0.6346046521397781,-1.4588166169384964,-7.73908042417332,1.2692093042795516,1.9038139564193297,FAILS_NAIVE_ALL_S_RECURRENCE,1.2692093042795516,-2.9176332338769906,2.398468991359466,FAILS_NAIVE_ALL_S_RECURRENCE,-7.862905022669308,0.12382459849598781,FAILS_NAIVE_ALL_S_RECURRENCE,NECESSARY_AND_SUFFICIENT_FOR_THE_NAIVE_ALL_S_IDENTITY_ON_THIS_FINITE_HECKE_OWNER_MULTISET,NUMERICAL_OBSERVATION
LLLRRLRRR,7,-2,7,1,-0.6346046521397758,1.9038139564193275,1.9038139564193275,-1.4588166169384944,-0.12382459849599492,0.0,1.9038139564193275,FAILS_NAIVE_ALL_S_RECURRENCE,0.0,0.0,2.3984689913594646,FAILS_NAIVE_ALL_S_RECURRENCE,0.0,0.12382459849599492,FAILS_NAIVE_ALL_S_RECURRENCE,NECESSARY_AND_SUFFICIENT_FOR_THE_NAIVE_ALL_S_IDENTITY_ON_THIS_FINITE_HECKE_OWNER_MULTISET,NUMERICAL_OBSERVATION
LLLRRLRRR,13,4,1,2,-0.6346046521397758,1.9038139564193322,1.9038139564193322,1.4588166169384962,11.546708337011982,-2.538418608559103,4.442232564978435,FAILS_NAIVE_ALL_S_RECURRENCE,-2.538418608559103,5.835266467753981,6.2359236250981915,FAILS_NAIVE_ALL_S_RECURRENCE,15.725810045338616,4.179101708326634,FAILS_NAIVE_ALL_S_RECURRENCE,NECESSARY_AND_SUFFICIENT_FOR_THE_NAIVE_ALL_S_IDENTITY_ON_THIS_FINITE_HECKE_OWNER_MULTISET,NUMERICAL_OBSERVATION
LLLRRLRRR,13,4,3,4,-0.6346046521397758,-4.44223256497842,-4.44223256497842,4.376449850815491,4.179101708326702,0.0,4.44223256497842,FAILS_NAIVE_ALL_S_RECURRENCE,0.0,0.0,6.235923625098185,FAILS_NAIVE_ALL_S_RECURRENCE,0.0,4.179101708326702,FAILS_NAIVE_ALL_S_RECURRENCE,NECESSARY_AND_SUFFICIENT_FOR_THE_NAIVE_ALL_S_IDENTITY_ON_THIS_FINITE_HECKE_OWNER_MULTISET,NUMERICAL_OBSERVATION
LLLRRRLRR,2,-2,1,1,0.6346046521397767,0.6346046521397762,0.6346046521397762,-1.4588166169384955,-3.9314525113346535,-1.2692093042795534,1.9038139564193295,FAILS_NAIVE_ALL_S_RECURRENCE,-1.2692093042795534,-2.917633233876991,2.398468991359467,FAILS_NAIVE_ALL_S_RECURRENCE,-15.478160848346624,11.546708337011971,FAILS_NAIVE_ALL_S_RECURRENCE,NECESSARY_AND_SUFFICIENT_FOR_THE_NAIVE_ALL_S_IDENTITY_ON_THIS_FINITE_HECKE_OWNER_MULTISET,NUMERICAL_OBSERVATION
LLLRRRLRR,2,-2,2,1,0.6346046521397767,-1.903813956419331,-1.903813956419331,-1.458816616938495,-11.546708337011975,0.0,1.903813956419331,FAILS_NAIVE_ALL_S_RECURRENCE,0.0,0.0,2.3984689913594677,FAILS_NAIVE_ALL_S_RECURRENCE,0.0,11.546708337011975,FAILS_NAIVE_ALL_S_RECURRENCE,NECESSARY_AND_SUFFICIENT_FOR_THE_NAIVE_ALL_S_IDENTITY_ON_THIS_FINITE_HECKE_OWNER_MULTISET,NUMERICAL_OBSERVATION
LLLRRRLRR,3,-1,1,1,0.6346046521397767,-2.5384186085591067,-2.5384186085591067,5.906010634252704e-16,-7.615255825677317,-0.6346046521397767,1.90381395641933,FAILS_NAIVE_ALL_S_RECURRENCE,-0.6346046521397767,-1.4588166169384955,2.3984689913594677,FAILS_NAIVE_ALL_S_RECURRENCE,-7.739080424173312,0.12382459849599492,FAILS_NAIVE_ALL_S_RECURRENCE,NECESSARY_AND_SUFFICIENT_FOR_THE_NAIVE_ALL_S_IDENTITY_ON_THIS_FINITE_HECKE_OWNER_MULTISET,NUMERICAL_OBSERVATION
LLLRRRLRR,3,-1,3,1,0.6346046521397767,1.9038139564193295,1.9038139564193295,-1.4588166169384948,-0.12382459849599048,0.0,1.9038139564193295,FAILS_NAIVE_ALL_S_RECURRENCE,0.0,0.0,2.3984689913594663,FAILS_NAIVE_ALL_S_RECURRENCE,0.0,0.12382459849599048,FAILS_NAIVE_ALL_S_RECURRENCE,NECESSARY_AND_SUFFICIENT_FOR_THE_NAIVE_ALL_S_IDENTITY_ON_THIS_FINITE_HECKE_OWNER_MULTISET,NUMERICAL_OBSERVATION
LLLRRRLRR,5,1,1,2,0.6346046521397767,1.2692093042795531,1.2692093042795531,-1.3322676295501878e-15,3.8076279128386545,0.6346046521397767,0.6346046521397765,FAILS_NAIVE_ALL_S_RECURRENCE,0.6346046521397767,1.4588166169384955,1.59087051213269,FAILS_NAIVE_ALL_S_RECURRENCE,7.739080424173312,3.9314525113346575,FAILS_NAIVE_ALL_S_RECURRENCE,NECESSARY_AND_SUFFICIENT_FOR_THE_NAIVE_ALL_S_IDENTITY_ON_THIS_FINITE_HECKE_OWNER_MULTISET,NUMERICAL_OBSERVATION
LLLRRRLRR,5,1,2,2,0.6346046521397767,-0.6346046521397777,-0.6346046521397777,1.4588166169384953,3.9314525113346477,0.0,0.6346046521397777,FAILS_NAIVE_ALL_S_RECURRENCE,0.0,0.0,1.5908705121326892,FAILS_NAIVE_ALL_S_RECURRENCE,0.0,3.9314525113346477,FAILS_NAIVE_ALL_S_RECURRENCE,NECESSARY_AND_SUFFICIENT_FOR_THE_NAIVE_ALL_S_IDENTITY_ON_THIS_FINITE_HECKE_OWNER_MULTISET,NUMERICAL_OBSERVATION
LLLRRRLRR,7,-2,1,1,0.6346046521397767,0.6346046521397753,0.6346046521397753,-1.4588166169384948,-3.9314525113346535,-1.2692093042795534,1.9038139564193286,FAILS_NAIVE_ALL_S_RECURRENCE,-1.2692093042795534,-2.917633233876991,2.3984689913594663,FAILS_NAIVE_ALL_S_RECURRENCE,-15.478160848346624,11.546708337011971,FAILS_NAIVE_ALL_S_RECURRENCE,NECESSARY_AND_SUFFICIENT_FOR_THE_NAIVE_ALL_S_IDENTITY_ON_THIS_FINITE_HECKE_OWNER_MULTISET,NUMERICAL_OBSERVATION
LLLRRRLRR,7,-2,7,1,0.6346046521397767,-1.9038139564193293,-1.9038139564193293,-1.4588166169384924,-11.546708337011957,0.0,1.9038139564193293,FAILS_NAIVE_ALL_S_RECURRENCE,0.0,0.0,2.3984689913594646,FAILS_NAIVE_ALL_S_RECURRENCE,0.0,11.546708337011957,FAILS_NAIVE_ALL_S_RECURRENCE,NECESSARY_AND_SUFFICIENT_FOR_THE_NAIVE_ALL_S_IDENTITY_ON_THIS_FINITE_HECKE_OWNER_MULTISET,NUMERICAL_OBSERVATION
LLLRRRLRR,13,4,1,2,0.6346046521397767,-1.9038139564193295,-1.9038139564193295,1.4588166169384968,0.12382459849599936,2.5384186085591067,4.442232564978436,FAILS_NAIVE_ALL_S_RECURRENCE,2.5384186085591067,5.835266467753982,6.2359236250981915,FAILS_NAIVE_ALL_S_RECURRENCE,30.956321696693248,30.832497098197248,FAILS_NAIVE_ALL_S_RECURRENCE,NECESSARY_AND_SUFFICIENT_FOR_THE_NAIVE_ALL_S_IDENTITY_ON_THIS_FINITE_HECKE_OWNER_MULTISET,NUMERICAL_OBSERVATION
LLLRRRLRR,13,4,3,4,0.6346046521397767,4.442232564978444,4.442232564978445,4.376449850815479,30.83249709819725,0.0,4.442232564978444,FAILS_NAIVE_ALL_S_RECURRENCE,0.0,0.0,6.235923625098194,FAILS_NAIVE_ALL_S_RECURRENCE,0.0,30.83249709819725,FAILS_NAIVE_ALL_S_RECURRENCE,NECESSARY_AND_SUFFICIENT_FOR_THE_NAIVE_ALL_S_IDENTITY_ON_THIS_FINITE_HECKE_OWNER_MULTISET,NUMERICAL_OBSERVATION
LLRLLRLR,2,-2,1,0,0.6346046521397758,0,0.0,0.0,0,-1.2692093042795516,1.2692093042795516,FAILS_NAIVE_ALL_S_RECURRENCE,-1.2692093042795516,2.9176332338769906,3.181741024265377,FAILS_NAIVE_ALL_S_RECURRENCE,7.862905022669308,7.862905022669308,FAILS_NAIVE_ALL_S_RECURRENCE,NECESSARY_AND_SUFFICIENT_FOR_THE_NAIVE_ALL_S_IDENTITY_ON_THIS_FINITE_HECKE_OWNER_MULTISET,NUMERICAL_OBSERVATION
LLRLLRLR,2,-2,3,1,0.6346046521397758,-1.2692093042795496,-1.2692093042795496,2.917633233876992,7.8629050226693185,0.0,1.2692093042795496,FAILS_NAIVE_ALL_S_RECURRENCE,0.0,0.0,3.1817410242653774,FAILS_NAIVE_ALL_S_RECURRENCE,0.0,7.8629050226693185,FAILS_NAIVE_ALL_S_RECURRENCE,NECESSARY_AND_SUFFICIENT_FOR_THE_NAIVE_ALL_S_IDENTITY_ON_THIS_FINITE_HECKE_OWNER_MULTISET,NUMERICAL_OBSERVATION
LLRLLRLR,3,-1,1,1,0.6346046521397758,0.6346046521397781,0.6346046521397781,1.4588166169384944,7.739080424173312,-0.6346046521397758,1.269209304279554,FAILS_NAIVE_ALL_S_RECURRENCE,-0.6346046521397758,1.4588166169384953,1.269209304279554,FAILS_NAIVE_ALL_S_RECURRENCE,3.931452511334654,3.807627912838658,FAILS_NAIVE_ALL_S_RECURRENCE,NECESSARY_AND_SUFFICIENT_FOR_THE_NAIVE_ALL_S_IDENTITY_ON_THIS_FINITE_HECKE_OWNER_MULTISET,NUMERICAL_OBSERVATION
LLRLLRLR,3,-1,3,1,0.6346046521397758,-1.2692093042795531,-1.2692093042795531,1.7763568394002505e-15,-3.8076279128386523,0.0,1.2692093042795531,FAILS_NAIVE_ALL_S_RECURRENCE,0.0,0.0,1.2692093042795531,FAILS_NAIVE_ALL_S_RECURRENCE,0.0,3.8076279128386523,FAILS_NAIVE_ALL_S_RECURRENCE,NECESSARY_AND_SUFFICIENT_FOR_THE_NAIVE_ALL_S_IDENTITY_ON_THIS_FINITE_HECKE_OWNER_MULTISET,NUMERICAL_OBSERVATION
LLRLLRLR,5,1,1,1,0.6346046521397758,0.634604652139776,0.634604652139776,-1.4588166169384955,-3.931452511334654,0.6346046521397758,2.220446049250313e-16,PASS_NUMERICAL_OBSERVATION,0.6346046521397758,-1.4588166169384953,3.1401849173675503e-16,PASS_NUMERICAL_OBSERVATION,-3.931452511334654,0.0,PASS_NUMERICAL_OBSERVATION,NECESSARY_AND_SUFFICIENT_FOR_THE_NAIVE_ALL_S_IDENTITY_ON_THIS_FINITE_HECKE_OWNER_MULTISET,NUMERICAL_OBSERVATION
LLRLLRLR,5,1,5,1,0.6346046521397758,-1.9984014443252818e-15,-1.9984014443252818e-15,2.7755575615628914e-15,5.10702591327572e-15,0.0,1.9984014443252818e-15,PASS_NUMERICAL_OBSERVATION,0.0,0.0,3.420135685938544e-15,PASS_NUMERICAL_OBSERVATION,0.0,5.10702591327572e-15,PASS_NUMERICAL_OBSERVATION,NECESSARY_AND_SUFFICIENT_FOR_THE_NAIVE_ALL_S_IDENTITY_ON_THIS_FINITE_HECKE_OWNER_MULTISET,NUMERICAL_OBSERVATION
LLRLLRLR,7,-2,1,1,0.6346046521397758,0.6346046521397785,0.6346046521397785,1.4588166169384946,7.739080424173314,-1.2692093042795516,1.90381395641933,FAILS_NAIVE_ALL_S_RECURRENCE,-1.2692093042795516,2.9176332338769906,2.3984689913594672,FAILS_NAIVE_ALL_S_RECURRENCE,7.862905022669308,0.12382459849599403,FAILS_NAIVE_ALL_S_RECURRENCE,NECESSARY_AND_SUFFICIENT_FOR_THE_NAIVE_ALL_S_IDENTITY_ON_THIS_FINITE_HECKE_OWNER_MULTISET,NUMERICAL_OBSERVATION
LLRLLRLR,7,-2,7,1,0.6346046521397758,-1.9038139564193268,-1.9038139564193268,1.4588166169385,0.12382459849601979,0.0,1.9038139564193268,FAILS_NAIVE_ALL_S_RECURRENCE,0.0,0.0,2.3984689913594672,FAILS_NAIVE_ALL_S_RECURRENCE,0.0,0.12382459849601979,FAILS_NAIVE_ALL_S_RECURRENCE,NECESSARY_AND_SUFFICIENT_FOR_THE_NAIVE_ALL_S_IDENTITY_ON_THIS_FINITE_HECKE_OWNER_MULTISET,NUMERICAL_OBSERVATION
