word,hecke_prime,a_p,frozen_s,zeta_repetition_cutoff_R,source_primitive_base_length,source_alpha_period_squared,output_primitive_owner_count,hecke_cycle_degree_pattern,degree_profile_type,hecke_degree_is_zeta_repetition,canonical_inverse_pair_first_variation,ruelle_source_pair_second_variation,ruelle_hecke_output_pair_second_variation,ruelle_lambda_a_p_prediction,ruelle_lambda_a_p_residual,ruelle_lambda_a_p_status,ruelle_lambda_a_p_squared_prediction,ruelle_lambda_a_p_squared_residual,ruelle_lambda_a_p_squared_status,ruelle_secondary_a_p_squared_minus_p_prediction,ruelle_secondary_a_p_squared_minus_p_residual,ruelle_secondary_a_p_squared_minus_p_status,selberg_source_pair_second_variation,selberg_hecke_output_pair_second_variation,selberg_lambda_a_p_prediction,selberg_lambda_a_p_residual,selberg_lambda_a_p_status,selberg_lambda_a_p_squared_prediction,selberg_lambda_a_p_squared_residual,selberg_lambda_a_p_squared_status,selberg_secondary_a_p_squared_minus_p_prediction,selberg_secondary_a_p_squared_minus_p_residual,selberg_secondary_a_p_squared_minus_p_status,lambda_a_p_degree_moment_group_status,lambda_a_p_squared_degree_moment_group_status,secondary_a_p_squared_minus_p_degree_moment_group_status,formal_a2_evaluation_run,analytic_evidence_token,finite_period_evidence_token
LRRLRRR,7,-2,0.25,4,5.774541900715241,0.40272306451744555,2,4|4,UNIFORM_NONUNIT,false,0.0,0.020106628090384184,0.008180312244215277,-0.04021325618076837,0.04839356842498364,FAILS_NAIVE_HECKE_SECOND_VARIATION_RECURRENCE,0.08042651236153674,0.07224620011732145,FAILS_NAIVE_HECKE_SECOND_VARIATION_RECURRENCE,-0.06031988427115255,0.06850019651536783,FAILS_NAIVE_HECKE_SECOND_VARIATION_RECURRENCE,0.02014370365917167,0.00818031224497152,-0.04028740731834334,0.04846771956331486,FAILS_NAIVE_HECKE_SECOND_VARIATION_RECURRENCE,0.08057481463668668,0.07239450239171516,FAILS_NAIVE_HECKE_SECOND_VARIATION_RECURRENCE,-0.06043111097751501,0.06861142322248653,FAILS_NAIVE_HECKE_SECOND_VARIATION_RECURRENCE,FAILS_NAIVE_ALL_S_SECOND_VARIATION_RECURRENCE,FAILS_NAIVE_ALL_S_SECOND_VARIATION_RECURRENCE,FAILS_NAIVE_ALL_S_SECOND_VARIATION_RECURRENCE,false,PROVED,NUMERICAL_OBSERVATION
LRRLRRR,7,-2,0.5,4,5.774541900715241,0.40272306451744555,2,4|4,UNIFORM_NONUNIT,false,0.0,0.0125845159152275,0.00010099150923469922,-0.025169031830455,0.0252700233396897,FAILS_NAIVE_HECKE_SECOND_VARIATION_RECURRENCE,0.05033806366091,0.050237072151675305,FAILS_NAIVE_HECKE_SECOND_VARIATION_RECURRENCE,-0.0377535477456825,0.0378545392549172,FAILS_NAIVE_HECKE_SECOND_VARIATION_RECURRENCE,0.01261948624354769,0.00010099150924409363,-0.02523897248709538,0.025339963996339473,FAILS_NAIVE_HECKE_SECOND_VARIATION_RECURRENCE,0.05047794497419076,0.05037695346494667,FAILS_NAIVE_HECKE_SECOND_VARIATION_RECURRENCE,-0.03785845873064307,0.037959450239887164,FAILS_NAIVE_HECKE_SECOND_VARIATION_RECURRENCE,FAILS_NAIVE_ALL_S_SECOND_VARIATION_RECURRENCE,FAILS_NAIVE_ALL_S_SECOND_VARIATION_RECURRENCE,FAILS_NAIVE_ALL_S_SECOND_VARIATION_RECURRENCE,false,PROVED,NUMERICAL_OBSERVATION
LRRLRRR,13,4,0.125,4,5.774541900715241,0.40272306451744555,2,7|7,UNIFORM_NONUNIT,false,0.0,0.0191924020227222,0.004725894724894615,0.0767696080908888,0.07204371336599419,FAILS_NAIVE_HECKE_SECOND_VARIATION_RECURRENCE,0.3070784323635552,0.3023525376386606,FAILS_NAIVE_HECKE_SECOND_VARIATION_RECURRENCE,0.0575772060681666,0.052851311343271985,FAILS_NAIVE_HECKE_SECOND_VARIATION_RECURRENCE,0.019211508551901693,0.004725894724894615,0.07684603420760677,0.07212013948271216,FAILS_NAIVE_HECKE_SECOND_VARIATION_RECURRENCE,0.3073841368304271,0.3026582421055325,FAILS_NAIVE_HECKE_SECOND_VARIATION_RECURRENCE,0.05763452565570508,0.05290863093081046,FAILS_NAIVE_HECKE_SECOND_VARIATION_RECURRENCE,FAILS_NAIVE_ALL_S_SECOND_VARIATION_RECURRENCE,FAILS_NAIVE_ALL_S_SECOND_VARIATION_RECURRENCE,FAILS_NAIVE_ALL_S_SECOND_VARIATION_RECURRENCE,false,PROVED,NUMERICAL_OBSERVATION
LRRLRRR,13,4,0.25,4,5.774541900715241,0.40272306451744555,2,7|7,UNIFORM_NONUNIT,false,0.0,0.020106628090384184,0.00011929975516888046,0.08042651236153674,0.08030721260636786,FAILS_NAIVE_HECKE_SECOND_VARIATION_RECURRENCE,0.32170604944614695,0.32158674969097806,FAILS_NAIVE_HECKE_SECOND_VARIATION_RECURRENCE,0.06031988427115255,0.06020058451598367,FAILS_NAIVE_HECKE_SECOND_VARIATION_RECURRENCE,0.02014370365917167,0.00011929975516888046,0.08057481463668668,0.08045551488151781,FAILS_NAIVE_HECKE_SECOND_VARIATION_RECURRENCE,0.32229925854674674,0.32217995879157785,FAILS_NAIVE_HECKE_SECOND_VARIATION_RECURRENCE,0.06043111097751501,0.06031181122234613,FAILS_NAIVE_HECKE_SECOND_VARIATION_RECURRENCE,FAILS_NAIVE_ALL_S_SECOND_VARIATION_RECURRENCE,FAILS_NAIVE_ALL_S_SECOND_VARIATION_RECURRENCE,FAILS_NAIVE_ALL_S_SECOND_VARIATION_RECURRENCE,false,PROVED,NUMERICAL_OBSERVATION
LRRLRRR,13,4,0.5,4,5.774541900715241,0.40272306451744555,2,7|7,UNIFORM_NONUNIT,false,0.0,0.0125845159152275,1.9495016712253106e-08,0.05033806366091,0.05033804416589329,FAILS_NAIVE_HECKE_SECOND_VARIATION_RECURRENCE,0.20135225464364,0.2013522351486233,FAILS_NAIVE_HECKE_SECOND_VARIATION_RECURRENCE,0.0377535477456825,0.03775352825066579,FAILS_NAIVE_HECKE_SECOND_VARIATION_RECURRENCE,0.01261948624354769,1.9495016712253106e-08,0.05047794497419076,0.05047792547917405,FAILS_NAIVE_HECKE_SECOND_VARIATION_RECURRENCE,0.20191177989676304,0.20191176040174633,FAILS_NAIVE_HECKE_SECOND_VARIATION_RECURRENCE,0.03785845873064307,0.03785843923562636,FAILS_NAIVE_HECKE_SECOND_VARIATION_RECURRENCE,FAILS_NAIVE_ALL_S_SECOND_VARIATION_RECURRENCE,FAILS_NAIVE_ALL_S_SECOND_VARIATION_RECURRENCE,FAILS_NAIVE_ALL_S_SECOND_VARIATION_RECURRENCE,false,PROVED,NUMERICAL_OBSERVATION
LLRLLRLR,2,-2,0.125,4,7.220373301588995,0.40272306451744583,1,3,UNIFORM_NONUNIT,false,0.0,0.013122769420729732,0.0038540259958795235,-0.026245538841459463,0.030099564837338985,FAILS_NAIVE_HECKE_SECOND_VARIATION_RECURRENCE,0.05249107768291893,0.048637051687039405,FAILS_NAIVE_HECKE_SECOND_VARIATION_RECURRENCE,0.026245538841459463,0.02239151284557994,FAILS_NAIVE_HECKE_SECOND_VARIATION_RECURRENCE,0.013126507879101811,0.0038540259971938354,-0.026253015758203622,0.030107041755397457,FAILS_NAIVE_HECKE_SECOND_VARIATION_RECURRENCE,0.052506031516407245,0.04865200551921341,FAILS_NAIVE_HECKE_SECOND_VARIATION_RECURRENCE,0.026253015758203622,0.022398989761009788,FAILS_NAIVE_HECKE_SECOND_VARIATION_RECURRENCE,FAILS_NAIVE_ALL_S_SECOND_VARIATION_RECURRENCE,FAILS_NAIVE_ALL_S_SECOND_VARIATION_RECURRENCE,FAILS_NAIVE_ALL_S_SECOND_VARIATION_RECURRENCE,false,PROVED,NUMERICAL_OBSERVATION
LLRLLRLR,2,-2,0.25,4,7.220373301588995,0.40272306451744583,1,3,UNIFORM_NONUNIT,false,0.0,0.011821084696184371,0.0009036962435339172,-0.023642169392368743,0.02454586563590266,FAILS_NAIVE_HECKE_SECOND_VARIATION_RECURRENCE,0.047284338784737485,0.04638064254120357,FAILS_NAIVE_HECKE_SECOND_VARIATION_RECURRENCE,0.023642169392368743,0.022738473148834825,FAILS_NAIVE_HECKE_SECOND_VARIATION_RECURRENCE,0.01182714687029647,0.0009036962438845443,-0.02365429374059294,0.024557989984477484,FAILS_NAIVE_HECKE_SECOND_VARIATION_RECURRENCE,0.04730858748118588,0.046404891237301335,FAILS_NAIVE_HECKE_SECOND_VARIATION_RECURRENCE,0.02365429374059294,0.022750597496708398,FAILS_NAIVE_HECKE_SECOND_VARIATION_RECURRENCE,FAILS_NAIVE_ALL_S_SECOND_VARIATION_RECURRENCE,FAILS_NAIVE_ALL_S_SECOND_VARIATION_RECURRENCE,FAILS_NAIVE_ALL_S_SECOND_VARIATION_RECURRENCE,false,PROVED,NUMERICAL_OBSERVATION
LLRLLRLR,2,-2,0.5,4,7.220373301588995,0.40272306451744583,1,3,UNIFORM_NONUNIT,false,0.0,0.005753171575382437,1.5936805085771464e-05,-0.011506343150764873,0.011522279955850645,FAILS_NAIVE_HECKE_SECOND_VARIATION_RECURRENCE,0.023012686301529747,0.022996749496443977,FAILS_NAIVE_HECKE_SECOND_VARIATION_RECURRENCE,0.011506343150764873,0.011490406345679102,FAILS_NAIVE_HECKE_SECOND_VARIATION_RECURRENCE,0.00575715869323211,1.593680509200995e-05,-0.01151431738646422,0.01153025419155623,FAILS_NAIVE_HECKE_SECOND_VARIATION_RECURRENCE,0.02302863477292844,0.023012697967836428,FAILS_NAIVE_HECKE_SECOND_VARIATION_RECURRENCE,0.01151431738646422,0.01149838058137221,FAILS_NAIVE_HECKE_SECOND_VARIATION_RECURRENCE,FAILS_NAIVE_ALL_S_SECOND_VARIATION_RECURRENCE,FAILS_NAIVE_ALL_S_SECOND_VARIATION_RECURRENCE,FAILS_NAIVE_ALL_S_SECOND_VARIATION_RECURRENCE,false,PROVED,NUMERICAL_OBSERVATION
LLRLLRLR,3,-1,0.125,4,7.220373301588995,0.40272306451744583,2,1|3,MIXED_DEGREES,false,0.0,0.013122769420729732,0.016976795416609375,-0.013122769420729732,0.030099564837339107,FAILS_NAIVE_HECKE_SECOND_VARIATION_RECURRENCE,0.013122769420729732,0.003854025995879643,FAILS_NAIVE_HECKE_SECOND_VARIATION_RECURRENCE,-0.026245538841459463,0.04322233425806884,FAILS_NAIVE_HECKE_SECOND_VARIATION_RECURRENCE,0.013126507879101811,0.016980533876295764,-0.013126507879101811,0.030107041755397575,FAILS_NAIVE_HECKE_SECOND_VARIATION_RECURRENCE,0.013126507879101811,0.003854025997193953,FAILS_NAIVE_HECKE_SECOND_VARIATION_RECURRENCE,-0.026253015758203622,0.04323354963449939,FAILS_NAIVE_HECKE_SECOND_VARIATION_RECURRENCE,FAILS_NAIVE_ALL_S_SECOND_VARIATION_RECURRENCE,FAILS_NAIVE_ALL_S_SECOND_VARIATION_RECURRENCE,FAILS_NAIVE_ALL_S_SECOND_VARIATION_RECURRENCE,false,PROVED,NUMERICAL_OBSERVATION
LLRLLRLR,3,-1,0.25,4,7.220373301588995,0.40272306451744583,2,1|3,MIXED_DEGREES,false,0.0,0.011821084696184371,0.012724780939718381,-0.011821084696184371,0.024545865635902754,FAILS_NAIVE_HECKE_SECOND_VARIATION_RECURRENCE,0.011821084696184371,0.0009036962435340096,FAILS_NAIVE_HECKE_SECOND_VARIATION_RECURRENCE,-0.023642169392368743,0.036366950332087124,FAILS_NAIVE_HECKE_SECOND_VARIATION_RECURRENCE,0.01182714687029647,0.012730843114181108,-0.01182714687029647,0.024557989984477578,FAILS_NAIVE_HECKE_SECOND_VARIATION_RECURRENCE,0.01182714687029647,0.0009036962438846372,FAILS_NAIVE_HECKE_SECOND_VARIATION_RECURRENCE,-0.02365429374059294,0.03638513685477405,FAILS_NAIVE_HECKE_SECOND_VARIATION_RECURRENCE,FAILS_NAIVE_ALL_S_SECOND_VARIATION_RECURRENCE,FAILS_NAIVE_ALL_S_SECOND_VARIATION_RECURRENCE,FAILS_NAIVE_ALL_S_SECOND_VARIATION_RECURRENCE,false,PROVED,NUMERICAL_OBSERVATION
LLRLLRLR,3,-1,0.5,4,7.220373301588995,0.40272306451744583,2,1|3,MIXED_DEGREES,false,0.0,0.005753171575382437,0.005769108380468251,-0.005753171575382437,0.011522279955850687,FAILS_NAIVE_HECKE_SECOND_VARIATION_RECURRENCE,0.005753171575382437,1.5936805085814236e-05,FAILS_NAIVE_HECKE_SECOND_VARIATION_RECURRENCE,-0.011506343150764873,0.017275451531233124,FAILS_NAIVE_HECKE_SECOND_VARIATION_RECURRENCE,0.00575715869323211,0.005773095498324162,-0.00575715869323211,0.011530254191556271,FAILS_NAIVE_HECKE_SECOND_VARIATION_RECURRENCE,0.00575715869323211,1.59368050920523e-05,FAILS_NAIVE_HECKE_SECOND_VARIATION_RECURRENCE,-0.01151431738646422,0.017287412884788383,FAILS_NAIVE_HECKE_SECOND_VARIATION_RECURRENCE,FAILS_NAIVE_ALL_S_SECOND_VARIATION_RECURRENCE,FAILS_NAIVE_ALL_S_SECOND_VARIATION_RECURRENCE,FAILS_NAIVE_ALL_S_SECOND_VARIATION_RECURRENCE,false,PROVED,NUMERICAL_OBSERVATION
LLRLLRLR,5,1,0.125,4,7.220373301588995,0.40272306451744583,2,1|5,MIXED_DEGREES,false,0.0,0.013122769420729732,0.01312276942072974,0.013122769420729732,8.673617379884035e-18,PASS_NUMERICAL_OBSERVATION,0.013122769420729732,8.673617379884035e-18,PASS_NUMERICAL_OBSERVATION,-0.05249107768291893,0.06561384710364866,FAILS_NAIVE_HECKE_SECOND_VARIATION_RECURRENCE,0.013126507879101811,0.01312650787910182,0.013126507879101811,8.673617379884035e-18,PASS_NUMERICAL_OBSERVATION,0.013126507879101811,8.673617379884035e-18,PASS_NUMERICAL_OBSERVATION,-0.052506031516407245,0.06563253939550906,FAILS_NAIVE_HECKE_SECOND_VARIATION_RECURRENCE,PASS_NUMERICAL_OBSERVATION,PASS_NUMERICAL_OBSERVATION,FAILS_NAIVE_ALL_S_SECOND_VARIATION_RECURRENCE,false,PROVED,NUMERICAL_OBSERVATION
LLRLLRLR,5,1,0.25,4,7.220373301588995,0.40272306451744583,2,1|5,MIXED_DEGREES,false,0.0,0.011821084696184371,0.011821084696184378,0.011821084696184371,6.938893903907228e-18,PASS_NUMERICAL_OBSERVATION,0.011821084696184371,6.938893903907228e-18,PASS_NUMERICAL_OBSERVATION,-0.047284338784737485,0.05910542348092186,FAILS_NAIVE_HECKE_SECOND_VARIATION_RECURRENCE,0.01182714687029647,0.01182714687029648,0.01182714687029647,8.673617379884035e-18,PASS_NUMERICAL_OBSERVATION,0.01182714687029647,8.673617379884035e-18,PASS_NUMERICAL_OBSERVATION,-0.04730858748118588,0.05913573435148236,FAILS_NAIVE_HECKE_SECOND_VARIATION_RECURRENCE,PASS_NUMERICAL_OBSERVATION,PASS_NUMERICAL_OBSERVATION,FAILS_NAIVE_ALL_S_SECOND_VARIATION_RECURRENCE,false,PROVED,NUMERICAL_OBSERVATION
LLRLLRLR,5,1,0.5,4,7.220373301588995,0.40272306451744583,2,1|5,MIXED_DEGREES,false,0.0,0.005753171575382437,0.00575317157538244,0.005753171575382437,3.469446951953614e-18,PASS_NUMERICAL_OBSERVATION,0.005753171575382437,3.469446951953614e-18,PASS_NUMERICAL_OBSERVATION,-0.023012686301529747,0.028765857876912188,FAILS_NAIVE_HECKE_SECOND_VARIATION_RECURRENCE,0.00575715869323211,0.005757158693232113,0.00575715869323211,3.469446951953614e-18,PASS_NUMERICAL_OBSERVATION,0.00575715869323211,3.469446951953614e-18,PASS_NUMERICAL_OBSERVATION,-0.02302863477292844,0.02878579346616055,FAILS_NAIVE_HECKE_SECOND_VARIATION_RECURRENCE,PASS_NUMERICAL_OBSERVATION,PASS_NUMERICAL_OBSERVATION,FAILS_NAIVE_ALL_S_SECOND_VARIATION_RECURRENCE,false,PROVED,NUMERICAL_OBSERVATION
