primitive_owner_id,word,hecke_prime,cycle_id,hecke_cycle_degree_d,primitive_in_gamma0_11_exact,orientation_sign,orientation_partner_id,zeta_repetition_r,frozen_s,primitive_base_length,repeated_base_length,primitive_alpha_period,repeated_alpha_period,log_series_weight_one_over_r,ruelle_log_term,ruelle_direct_first_variation,ruelle_cancelled_first_variation,ruelle_formula_residual,frozen_stability_denominator,selberg_log_term,selberg_direct_first_variation,selberg_cancelled_first_variation,selberg_formula_residual,orientation_pair_cancellation_status,owner_evidence_token,period_evidence_token
LRRLRRR|p=3|O=1|orientation=+1,LRRLRRR,3,1,2,true,1,LRRLRRR|p=3|O=1|orientation=-1,1,0.25,11.549083801430482,11.549083801430482,-1.2692093042795531,-1.2692093042795531,1.0,0.05572809000084122,0.017682652584699,0.017682652584699,0.0,0.9999903551243216,0.05572862749652515,0.017682823133329768,0.017682823133329768,0.0,PROVED_BY_SIGN_PAIRING,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=3|O=1|orientation=+1,LRRLRRR,3,1,2,true,1,LRRLRRR|p=3|O=1|orientation=-1,2,0.25,11.549083801430482,23.098167602860965,-1.2692093042795531,-2.5384186085591063,0.5,0.0015528100075709295,0.0009854204546937135,0.0009854204546937135,0.0,0.9999999999069764,0.0015528100077153776,0.0009854204547853809,0.0009854204547853809,0.0,PROVED_BY_SIGN_PAIRING,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=3|O=1|orientation=+1,LRRLRRR,3,1,2,true,1,LRRLRRR|p=3|O=1|orientation=-1,3,0.25,11.549083801430482,34.647251404291445,-1.2692093042795531,-3.8076279128386594,0.3333333333333333,5.7690090570746485e-05,5.4915599787841164e-05,5.4915599787841164e-05,0.0,0.9999999999999991,5.769009057074654e-05,5.491559978784121e-05,5.491559978784121e-05,0.0,PROVED_BY_SIGN_PAIRING,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=3|O=1|orientation=+1,LRRLRRR,3,1,2,true,1,LRRLRRR|p=3|O=1|orientation=-1,4,0.25,11.549083801430482,46.19633520572193,-1.2692093042795531,-5.076837217118213,0.25,2.4112189196124302e-06,3.0603414874269884e-06,3.0603414874269884e-06,0.0,1.0,2.4112189196124302e-06,3.0603414874269884e-06,3.0603414874269884e-06,0.0,PROVED_BY_SIGN_PAIRING,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=3|O=1|orientation=-1,LRRLRRR,3,1,2,true,-1,LRRLRRR|p=3|O=1|orientation=+1,1,0.25,11.549083801430482,11.549083801430482,1.2692093042795531,1.2692093042795531,1.0,0.05572809000084122,-0.017682652584699,-0.017682652584699,0.0,0.9999903551243216,0.05572862749652515,-0.017682823133329768,-0.017682823133329768,0.0,PROVED_BY_SIGN_PAIRING,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=3|O=1|orientation=-1,LRRLRRR,3,1,2,true,-1,LRRLRRR|p=3|O=1|orientation=+1,2,0.25,11.549083801430482,23.098167602860965,1.2692093042795531,2.5384186085591063,0.5,0.0015528100075709295,-0.0009854204546937135,-0.0009854204546937135,0.0,0.9999999999069764,0.0015528100077153776,-0.0009854204547853809,-0.0009854204547853809,0.0,PROVED_BY_SIGN_PAIRING,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=3|O=1|orientation=-1,LRRLRRR,3,1,2,true,-1,LRRLRRR|p=3|O=1|orientation=+1,3,0.25,11.549083801430482,34.647251404291445,1.2692093042795531,3.8076279128386594,0.3333333333333333,5.7690090570746485e-05,-5.4915599787841164e-05,-5.4915599787841164e-05,0.0,0.9999999999999991,5.769009057074654e-05,-5.491559978784121e-05,-5.491559978784121e-05,0.0,PROVED_BY_SIGN_PAIRING,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=3|O=1|orientation=-1,LRRLRRR,3,1,2,true,-1,LRRLRRR|p=3|O=1|orientation=+1,4,0.25,11.549083801430482,46.19633520572193,1.2692093042795531,5.076837217118213,0.25,2.4112189196124302e-06,-3.0603414874269884e-06,-3.0603414874269884e-06,0.0,1.0,2.4112189196124302e-06,-3.0603414874269884e-06,-3.0603414874269884e-06,0.0,PROVED_BY_SIGN_PAIRING,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=3|O=2|orientation=+1,LRRLRRR,3,2,2,true,1,LRRLRRR|p=3|O=2|orientation=-1,1,0.25,11.549083801430482,11.549083801430482,1.9038139564193313,1.9038139564193313,1.0,0.05572809000084122,-0.026523978877048524,-0.026523978877048524,0.0,0.9999903551243216,0.05572862749652515,-0.02652423469999467,-0.02652423469999467,0.0,PROVED_BY_SIGN_PAIRING,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=3|O=2|orientation=+1,LRRLRRR,3,2,2,true,1,LRRLRRR|p=3|O=2|orientation=-1,2,0.25,11.549083801430482,23.098167602860965,1.9038139564193313,3.8076279128386625,0.5,0.0015528100075709295,-0.0014781306820405716,-0.0014781306820405716,0.0,0.9999999999069764,0.0015528100077153776,-0.0014781306821780727,-0.0014781306821780727,0.0,PROVED_BY_SIGN_PAIRING,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=3|O=2|orientation=+1,LRRLRRR,3,2,2,true,1,LRRLRRR|p=3|O=2|orientation=-1,3,0.25,11.549083801430482,34.647251404291445,1.9038139564193313,5.711441869257994,0.3333333333333333,5.7690090570746485e-05,-8.237339968176183e-05,-8.237339968176181e-05,1.3552527156068805e-20,0.9999999999999991,5.769009057074654e-05,-8.23733996817619e-05,-8.237339968176188e-05,1.3552527156068805e-20,PROVED_BY_SIGN_PAIRING,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=3|O=2|orientation=+1,LRRLRRR,3,2,2,true,1,LRRLRRR|p=3|O=2|orientation=-1,4,0.25,11.549083801430482,46.19633520572193,1.9038139564193313,7.615255825677325,0.25,2.4112189196124302e-06,-4.590512231140487e-06,-4.590512231140487e-06,0.0,1.0,2.4112189196124302e-06,-4.590512231140487e-06,-4.590512231140487e-06,0.0,PROVED_BY_SIGN_PAIRING,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=3|O=2|orientation=-1,LRRLRRR,3,2,2,true,-1,LRRLRRR|p=3|O=2|orientation=+1,1,0.25,11.549083801430482,11.549083801430482,-1.9038139564193313,-1.9038139564193313,1.0,0.05572809000084122,0.026523978877048524,0.026523978877048524,0.0,0.9999903551243216,0.05572862749652515,0.02652423469999467,0.02652423469999467,0.0,PROVED_BY_SIGN_PAIRING,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=3|O=2|orientation=-1,LRRLRRR,3,2,2,true,-1,LRRLRRR|p=3|O=2|orientation=+1,2,0.25,11.549083801430482,23.098167602860965,-1.9038139564193313,-3.8076279128386625,0.5,0.0015528100075709295,0.0014781306820405716,0.0014781306820405716,0.0,0.9999999999069764,0.0015528100077153776,0.0014781306821780727,0.0014781306821780727,0.0,PROVED_BY_SIGN_PAIRING,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=3|O=2|orientation=-1,LRRLRRR,3,2,2,true,-1,LRRLRRR|p=3|O=2|orientation=+1,3,0.25,11.549083801430482,34.647251404291445,-1.9038139564193313,-5.711441869257994,0.3333333333333333,5.7690090570746485e-05,8.237339968176183e-05,8.237339968176181e-05,1.3552527156068805e-20,0.9999999999999991,5.769009057074654e-05,8.23733996817619e-05,8.237339968176188e-05,1.3552527156068805e-20,PROVED_BY_SIGN_PAIRING,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=3|O=2|orientation=-1,LRRLRRR,3,2,2,true,-1,LRRLRRR|p=3|O=2|orientation=+1,4,0.25,11.549083801430482,46.19633520572193,-1.9038139564193313,-7.615255825677325,0.25,2.4112189196124302e-06,4.590512231140487e-06,4.590512231140487e-06,0.0,1.0,2.4112189196124302e-06,4.590512231140487e-06,4.590512231140487e-06,0.0,PROVED_BY_SIGN_PAIRING,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=5|O=1|orientation=+1,LRRLRRR,5,1,5,true,1,LRRLRRR|p=5|O=1|orientation=-1,1,0.25,28.872709503576207,28.872709503576207,8.326672684688674e-17,8.326672684688674e-17,1.0,0.0007331374358574048,-1.5261488653191367e-20,-1.5261488653191367e-20,0.0,0.9999999999997111,0.0007331374358576165,-1.5261488653195776e-20,-1.5261488653195776e-20,0.0,PROVED_BY_SIGN_PAIRING,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=5|O=1|orientation=+1,LRRLRRR,5,1,5,true,1,LRRLRRR|p=5|O=1|orientation=-1,2,0.25,28.872709503576207,57.745419007152414,8.326672684688674e-17,1.6653345369377348e-16,0.5,2.6874524992778514e-07,-1.1188768658567597e-23,-1.1188768658567597e-23,0.0,1.0,2.6874524992778514e-07,-1.1188768658567597e-23,-1.1188768658567597e-23,0.0,PROVED_BY_SIGN_PAIRING,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=5|O=1|orientation=+1,LRRLRRR,5,1,5,true,1,LRRLRRR|p=5|O=1|orientation=-1,3,0.25,28.872709503576207,86.61812851072862,8.326672684688674e-17,2.498001805406602e-16,0.3333333333333333,1.313514689539424e-10,-8.202905164743934e-27,-8.202905164743936e-27,1.4349296274686127e-42,1.0,1.313514689539424e-10,-8.202905164743934e-27,-8.202905164743936e-27,1.4349296274686127e-42,PROVED_BY_SIGN_PAIRING,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=5|O=1|orientation=+1,LRRLRRR,5,1,5,true,1,LRRLRRR|p=5|O=1|orientation=-1,4,0.25,28.872709503576207,115.49083801430483,8.326672684688674e-17,3.3306690738754696e-16,0.25,7.222400935874771e-14,-6.013856859061837e-30,-6.013856859061837e-30,0.0,1.0,7.222400935874771e-14,-6.013856859061837e-30,-6.013856859061837e-30,0.0,PROVED_BY_SIGN_PAIRING,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=5|O=1|orientation=-1,LRRLRRR,5,1,5,true,-1,LRRLRRR|p=5|O=1|orientation=+1,1,0.25,28.872709503576207,28.872709503576207,-8.326672684688674e-17,-8.326672684688674e-17,1.0,0.0007331374358574048,1.5261488653191367e-20,1.5261488653191367e-20,0.0,0.9999999999997111,0.0007331374358576165,1.5261488653195776e-20,1.5261488653195776e-20,0.0,PROVED_BY_SIGN_PAIRING,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=5|O=1|orientation=-1,LRRLRRR,5,1,5,true,-1,LRRLRRR|p=5|O=1|orientation=+1,2,0.25,28.872709503576207,57.745419007152414,-8.326672684688674e-17,-1.6653345369377348e-16,0.5,2.6874524992778514e-07,1.1188768658567597e-23,1.1188768658567597e-23,0.0,1.0,2.6874524992778514e-07,1.1188768658567597e-23,1.1188768658567597e-23,0.0,PROVED_BY_SIGN_PAIRING,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=5|O=1|orientation=-1,LRRLRRR,5,1,5,true,-1,LRRLRRR|p=5|O=1|orientation=+1,3,0.25,28.872709503576207,86.61812851072862,-8.326672684688674e-17,-2.498001805406602e-16,0.3333333333333333,1.313514689539424e-10,8.202905164743934e-27,8.202905164743936e-27,1.4349296274686127e-42,1.0,1.313514689539424e-10,8.202905164743934e-27,8.202905164743936e-27,1.4349296274686127e-42,PROVED_BY_SIGN_PAIRING,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=5|O=1|orientation=-1,LRRLRRR,5,1,5,true,-1,LRRLRRR|p=5|O=1|orientation=+1,4,0.25,28.872709503576207,115.49083801430483,-8.326672684688674e-17,-3.3306690738754696e-16,0.25,7.222400935874771e-14,6.013856859061837e-30,6.013856859061837e-30,0.0,1.0,7.222400935874771e-14,6.013856859061837e-30,6.013856859061837e-30,0.0,PROVED_BY_SIGN_PAIRING,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=5|O=2|orientation=+1,LRRLRRR,5,2,1,true,1,LRRLRRR|p=5|O=2|orientation=-1,1,0.25,5.774541900715241,5.774541900715241,-0.6346046521397753,-0.6346046521397753,1.0,0.2360679774997897,0.03745245918564859,0.03745245918564859,0.0,0.9968943799848582,0.23680339887498947,0.03756913464214479,0.03756913464214479,0.0,PROVED_BY_SIGN_PAIRING,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=5|O=2|orientation=+1,LRRLRRR,5,2,1,true,1,LRRLRRR|p=5|O=2|orientation=-1,2,0.25,5.774541900715241,11.549083801430482,-0.6346046521397753,-1.2692093042795507,0.5,0.02786404500042061,0.008841326292349483,0.008841326292349483,0.0,0.9999903551243216,0.027864313748262575,0.008841411566664866,0.008841411566664866,0.0,PROVED_BY_SIGN_PAIRING,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=5|O=2|orientation=+1,LRRLRRR,5,2,1,true,1,LRRLRRR|p=5|O=2|orientation=-1,3,0.25,5.774541900715241,17.323625702145723,-0.6346046521397753,-1.903813956419326,0.3333333333333333,0.004385205832141614,0.002087154016250657,0.0020871540162506574,4.336808689942018e-19,0.9999999700466811,0.004385205963493087,0.002087154078767849,0.0020871540787678494,4.336808689942018e-19,PROVED_BY_SIGN_PAIRING,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=5|O=2|orientation=+1,LRRLRRR,5,2,1,true,1,LRRLRRR|p=5|O=2|orientation=-1,4,0.25,5.774541900715241,23.098167602860965,-0.6346046521397753,-2.5384186085591014,0.25,0.0007764050037854648,0.0004927102273468558,0.0004927102273468558,0.0,0.9999999999069764,0.0007764050038576888,0.0004927102273926895,0.0004927102273926895,0.0,PROVED_BY_SIGN_PAIRING,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=5|O=2|orientation=-1,LRRLRRR,5,2,1,true,-1,LRRLRRR|p=5|O=2|orientation=+1,1,0.25,5.774541900715241,5.774541900715241,0.6346046521397753,0.6346046521397753,1.0,0.2360679774997897,-0.03745245918564859,-0.03745245918564859,0.0,0.9968943799848582,0.23680339887498947,-0.03756913464214479,-0.03756913464214479,0.0,PROVED_BY_SIGN_PAIRING,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=5|O=2|orientation=-1,LRRLRRR,5,2,1,true,-1,LRRLRRR|p=5|O=2|orientation=+1,2,0.25,5.774541900715241,11.549083801430482,0.6346046521397753,1.2692093042795507,0.5,0.02786404500042061,-0.008841326292349483,-0.008841326292349483,0.0,0.9999903551243216,0.027864313748262575,-0.008841411566664866,-0.008841411566664866,0.0,PROVED_BY_SIGN_PAIRING,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=5|O=2|orientation=-1,LRRLRRR,5,2,1,true,-1,LRRLRRR|p=5|O=2|orientation=+1,3,0.25,5.774541900715241,17.323625702145723,0.6346046521397753,1.903813956419326,0.3333333333333333,0.004385205832141614,-0.002087154016250657,-0.0020871540162506574,4.336808689942018e-19,0.9999999700466811,0.004385205963493087,-0.002087154078767849,-0.0020871540787678494,4.336808689942018e-19,PROVED_BY_SIGN_PAIRING,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=5|O=2|orientation=-1,LRRLRRR,5,2,1,true,-1,LRRLRRR|p=5|O=2|orientation=+1,4,0.25,5.774541900715241,23.098167602860965,0.6346046521397753,2.5384186085591014,0.25,0.0007764050037854648,-0.0004927102273468558,-0.0004927102273468558,0.0,0.9999999999069764,0.0007764050038576888,-0.0004927102273926895,-0.0004927102273926895,0.0,PROVED_BY_SIGN_PAIRING,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=7|O=1|orientation=+1,LRRLRRR,7,1,4,true,1,LRRLRRR|p=7|O=1|orientation=-1,1,0.25,23.098167602860965,23.098167602860965,3.8076279128386568,3.8076279128386568,1.0,0.003105620015141859,-0.0029562613640811385,-0.0029562613640811385,0.0,0.9999999999069764,0.003105620015430755,-0.0029562613643561407,-0.0029562613643561407,0.0,PROVED_BY_SIGN_PAIRING,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=7|O=1|orientation=+1,LRRLRRR,7,1,4,true,1,LRRLRRR|p=7|O=1|orientation=-1,2,0.25,23.098167602860965,46.19633520572193,3.8076279128386568,7.6152558256773135,0.5,4.8224378392248605e-06,-9.181024462280958e-06,-9.181024462280958e-06,0.0,1.0,4.8224378392248605e-06,-9.181024462280958e-06,-9.181024462280958e-06,0.0,PROVED_BY_SIGN_PAIRING,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=7|O=1|orientation=+1,LRRLRRR,7,1,4,true,1,LRRLRRR|p=7|O=1|orientation=-1,3,0.25,23.098167602860965,69.29450280858289,3.8076279128386568,11.42288373851597,0.3333333333333333,9.9844396501828e-09,-2.8512773329566798e-08,-2.8512773329566798e-08,0.0,1.0,9.9844396501828e-09,-2.8512773329566798e-08,-2.8512773329566798e-08,0.0,PROVED_BY_SIGN_PAIRING,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=7|O=1|orientation=+1,LRRLRRR,7,1,4,true,1,LRRLRRR|p=7|O=1|orientation=-1,4,0.25,23.098167602860965,92.39267041144386,3.8076279128386568,15.230511651354627,0.25,2.3255906713187742e-11,-8.854983953950555e-11,-8.854983953950555e-11,0.0,1.0,2.3255906713187742e-11,-8.854983953950555e-11,-8.854983953950555e-11,0.0,PROVED_BY_SIGN_PAIRING,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=7|O=1|orientation=-1,LRRLRRR,7,1,4,true,-1,LRRLRRR|p=7|O=1|orientation=+1,1,0.25,23.098167602860965,23.098167602860965,-3.8076279128386568,-3.8076279128386568,1.0,0.003105620015141859,0.0029562613640811385,0.0029562613640811385,0.0,0.9999999999069764,0.003105620015430755,0.0029562613643561407,0.0029562613643561407,0.0,PROVED_BY_SIGN_PAIRING,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=7|O=1|orientation=-1,LRRLRRR,7,1,4,true,-1,LRRLRRR|p=7|O=1|orientation=+1,2,0.25,23.098167602860965,46.19633520572193,-3.8076279128386568,-7.6152558256773135,0.5,4.8224378392248605e-06,9.181024462280958e-06,9.181024462280958e-06,0.0,1.0,4.8224378392248605e-06,9.181024462280958e-06,9.181024462280958e-06,0.0,PROVED_BY_SIGN_PAIRING,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
LRRLRRR|p=7|O=1|orientation=-1,LRRLRRR,7,1,4,true,-1,LRRLRRR|p=7|O=1|orientation=+1,3,0.25,23.098167602860965,69.29450280858289,-3.8076279128386568,-11.42288373851597,0.3333333333333333,9.9844396501828e-09,2.8512773329566798e-08,2.8512773329566798e-08,0.0,1.0,9.9844396501828e-09,2.8512773329566798e-08,2.8512773329566798e-08,0.0,PROVED_BY_SIGN_PAIRING,NUMERICALLY_CERTIFIED,NUMERICAL_OBSERVATION
