matrix_id,representative_word,representative_word_length,matrix,matrix_class,trace_re,trace_im,trace_minus_two_div9_re,trace_minus_two_div9_im,a_determinant_re,a_determinant_im,d9_re,d9_im,conjugator,conjugate_d9_re,conjugate_d9_im,inverse_d9_re,inverse_d9_im,s0,s1,s2,s3,s4,d9_power_1,d9_power_2,d9_power_3,d9_power_4,d9_power_5,determinant_one,level3_membership,integrality_identity_pass,conjugacy_invariance_pass,inversion_invariance_pass,repetition_identity_r1_to_r5_pass,all_exact_witnesses_pass,evidence_status,arithmetic_mode,owner_status,completeness_boundary
M095f3874707b72ab,U1.U1,2,"[[1,6],[0,1]]",PARABOLIC,2,0,0,0,0,0,0,0,U1,0,0,0,0,"1,0","2,0","3,0","4,0","5,0","0,0","0,0","0,0","0,0","0,0",true,true,true,true,true,true,true,NUMERICALLY_CERTIFIED,EXACT_GAUSSIAN_INTEGER,NECESSARY_INVARIANT_NOT_GAUSSIAN_PRIME_IDEAL_OWNER,ELEMENTARY_GENERATED_SUBGROUP_REDUCED_WORD_BALL_LE_5;NOT_FULL_GAMMA3;NOT_FULL_CONJUGACY_ENUMERATION
M2fa29ea291c3a614,U1m.L1,2,"[[-8,-3],[3,1]]",LOXODROMIC,-7,0,-1,0,1,0,5,0,U1,5,0,5,0,"1,0","-7,0","48,0","-329,0","2255,0","5,0","245,0","11520,0","541205,0","25425125,0",true,true,true,true,true,true,true,NUMERICALLY_CERTIFIED,EXACT_GAUSSIAN_INTEGER,NECESSARY_INVARIANT_NOT_GAUSSIAN_PRIME_IDEAL_OWNER,ELEMENTARY_GENERATED_SUBGROUP_REDUCED_WORD_BALL_LE_5;NOT_FULL_GAMMA3;NOT_FULL_CONJUGACY_ENUMERATION
M59dacdfb227942d5,U1m.L1m,2,"[[10,-3],[-3,1]]",LOXODROMIC,11,0,1,0,-1,0,13,0,U1,13,0,13,0,"1,0","11,0","120,0","1309,0","14279,0","13,0","1573,0","187200,0","22275253,0","2650567933,0",true,true,true,true,true,true,true,NUMERICALLY_CERTIFIED,EXACT_GAUSSIAN_INTEGER,NECESSARY_INVARIANT_NOT_GAUSSIAN_PRIME_IDEAL_OWNER,ELEMENTARY_GENERATED_SUBGROUP_REDUCED_WORD_BALL_LE_5;NOT_FULL_GAMMA3;NOT_FULL_CONJUGACY_ENUMERATION
M1a248f89637a720c,U1m.U1m,2,"[[1,-6],[0,1]]",PARABOLIC,2,0,0,0,0,0,0,0,U1,0,0,0,0,"1,0","2,0","3,0","4,0","5,0","0,0","0,0","0,0","0,0","0,0",true,true,true,true,true,true,true,NUMERICALLY_CERTIFIED,EXACT_GAUSSIAN_INTEGER,NECESSARY_INVARIANT_NOT_GAUSSIAN_PRIME_IDEAL_OWNER,ELEMENTARY_GENERATED_SUBGROUP_REDUCED_WORD_BALL_LE_5;NOT_FULL_GAMMA3;NOT_FULL_CONJUGACY_ENUMERATION
Mf5c8d5aaed08a28a,L1.L1.L1,3,"[[1,0],[9,1]]",PARABOLIC,2,0,0,0,0,0,0,0,U1,0,0,0,0,"1,0","2,0","3,0","4,0","5,0","0,0","0,0","0,0","0,0","0,0",true,true,true,true,true,true,true,NUMERICALLY_CERTIFIED,EXACT_GAUSSIAN_INTEGER,NECESSARY_INVARIANT_NOT_GAUSSIAN_PRIME_IDEAL_OWNER,ELEMENTARY_GENERATED_SUBGROUP_REDUCED_WORD_BALL_LE_5;NOT_FULL_GAMMA3;NOT_FULL_CONJUGACY_ENUMERATION
Mea5f784b07a383fd,L1.L1.U1,3,"[[1,3],[6,19]]",LOXODROMIC,20,0,2,0,-2,0,44,0,U1,44,0,44,0,"1,0","20,0","399,0","7960,0","158801,0","44,0","17600,0","7004844,0","2787910400,0","1109581334444,0",true,true,true,true,true,true,true,NUMERICALLY_CERTIFIED,EXACT_GAUSSIAN_INTEGER,NECESSARY_INVARIANT_NOT_GAUSSIAN_PRIME_IDEAL_OWNER,ELEMENTARY_GENERATED_SUBGROUP_REDUCED_WORD_BALL_LE_5;NOT_FULL_GAMMA3;NOT_FULL_CONJUGACY_ENUMERATION
Mb69b792230d41b98,L1.L1.U1m,3,"[[1,-3],[6,-17]]",LOXODROMIC,-16,0,-2,0,2,0,28,0,U1,28,0,28,0,"1,0","-16,0","255,0","-4064,0","64769,0","28,0","7168,0","1820700,0","462450688,0","117460654108,0",true,true,true,true,true,true,true,NUMERICALLY_CERTIFIED,EXACT_GAUSSIAN_INTEGER,NECESSARY_INVARIANT_NOT_GAUSSIAN_PRIME_IDEAL_OWNER,ELEMENTARY_GENERATED_SUBGROUP_REDUCED_WORD_BALL_LE_5;NOT_FULL_GAMMA3;NOT_FULL_CONJUGACY_ENUMERATION
M821bf436f51a63ee,L1.U1.L1,3,"[[10,3],[33,10]]",LOXODROMIC,20,0,2,0,-2,0,44,0,U1,44,0,44,0,"1,0","20,0","399,0","7960,0","158801,0","44,0","17600,0","7004844,0","2787910400,0","1109581334444,0",true,true,true,true,true,true,true,NUMERICALLY_CERTIFIED,EXACT_GAUSSIAN_INTEGER,NECESSARY_INVARIANT_NOT_GAUSSIAN_PRIME_IDEAL_OWNER,ELEMENTARY_GENERATED_SUBGROUP_REDUCED_WORD_BALL_LE_5;NOT_FULL_GAMMA3;NOT_FULL_CONJUGACY_ENUMERATION
Maf8b50b327f1c068,L1.U1.L1m,3,"[[-8,3],[-27,10]]",PARABOLIC,2,0,0,0,0,0,0,0,U1,0,0,0,0,"1,0","2,0","3,0","4,0","5,0","0,0","0,0","0,0","0,0","0,0",true,true,true,true,true,true,true,NUMERICALLY_CERTIFIED,EXACT_GAUSSIAN_INTEGER,NECESSARY_INVARIANT_NOT_GAUSSIAN_PRIME_IDEAL_OWNER,ELEMENTARY_GENERATED_SUBGROUP_REDUCED_WORD_BALL_LE_5;NOT_FULL_GAMMA3;NOT_FULL_CONJUGACY_ENUMERATION
Mfd4d5a6b7192b803,L1.U1.U1,3,"[[1,6],[3,19]]",LOXODROMIC,20,0,2,0,-2,0,44,0,U1,44,0,44,0,"1,0","20,0","399,0","7960,0","158801,0","44,0","17600,0","7004844,0","2787910400,0","1109581334444,0",true,true,true,true,true,true,true,NUMERICALLY_CERTIFIED,EXACT_GAUSSIAN_INTEGER,NECESSARY_INVARIANT_NOT_GAUSSIAN_PRIME_IDEAL_OWNER,ELEMENTARY_GENERATED_SUBGROUP_REDUCED_WORD_BALL_LE_5;NOT_FULL_GAMMA3;NOT_FULL_CONJUGACY_ENUMERATION
M3f48f0771ae65be1,L1.U1m.L1,3,"[[-8,-3],[-21,-8]]",LOXODROMIC,-16,0,-2,0,2,0,28,0,U1,28,0,28,0,"1,0","-16,0","255,0","-4064,0","64769,0","28,0","7168,0","1820700,0","462450688,0","117460654108,0",true,true,true,true,true,true,true,NUMERICALLY_CERTIFIED,EXACT_GAUSSIAN_INTEGER,NECESSARY_INVARIANT_NOT_GAUSSIAN_PRIME_IDEAL_OWNER,ELEMENTARY_GENERATED_SUBGROUP_REDUCED_WORD_BALL_LE_5;NOT_FULL_GAMMA3;NOT_FULL_CONJUGACY_ENUMERATION
M249da05139a5330c,L1.U1m.L1m,3,"[[10,-3],[27,-8]]",PARABOLIC,2,0,0,0,0,0,0,0,U1,0,0,0,0,"1,0","2,0","3,0","4,0","5,0","0,0","0,0","0,0","0,0","0,0",true,true,true,true,true,true,true,NUMERICALLY_CERTIFIED,EXACT_GAUSSIAN_INTEGER,NECESSARY_INVARIANT_NOT_GAUSSIAN_PRIME_IDEAL_OWNER,ELEMENTARY_GENERATED_SUBGROUP_REDUCED_WORD_BALL_LE_5;NOT_FULL_GAMMA3;NOT_FULL_CONJUGACY_ENUMERATION
Mc2c60d9bb66cb25f,L1.U1m.U1m,3,"[[1,-6],[3,-17]]",LOXODROMIC,-16,0,-2,0,2,0,28,0,U1,28,0,28,0,"1,0","-16,0","255,0","-4064,0","64769,0","28,0","7168,0","1820700,0","462450688,0","117460654108,0",true,true,true,true,true,true,true,NUMERICALLY_CERTIFIED,EXACT_GAUSSIAN_INTEGER,NECESSARY_INVARIANT_NOT_GAUSSIAN_PRIME_IDEAL_OWNER,ELEMENTARY_GENERATED_SUBGROUP_REDUCED_WORD_BALL_LE_5;NOT_FULL_GAMMA3;NOT_FULL_CONJUGACY_ENUMERATION
Me9414e246c360308,L1m.L1m.L1m,3,"[[1,0],[-9,1]]",PARABOLIC,2,0,0,0,0,0,0,0,U1,0,0,0,0,"1,0","2,0","3,0","4,0","5,0","0,0","0,0","0,0","0,0","0,0",true,true,true,true,true,true,true,NUMERICALLY_CERTIFIED,EXACT_GAUSSIAN_INTEGER,NECESSARY_INVARIANT_NOT_GAUSSIAN_PRIME_IDEAL_OWNER,ELEMENTARY_GENERATED_SUBGROUP_REDUCED_WORD_BALL_LE_5;NOT_FULL_GAMMA3;NOT_FULL_CONJUGACY_ENUMERATION
M47458647e6cac853,L1m.L1m.U1,3,"[[1,3],[-6,-17]]",LOXODROMIC,-16,0,-2,0,2,0,28,0,U1,28,0,28,0,"1,0","-16,0","255,0","-4064,0","64769,0","28,0","7168,0","1820700,0","462450688,0","117460654108,0",true,true,true,true,true,true,true,NUMERICALLY_CERTIFIED,EXACT_GAUSSIAN_INTEGER,NECESSARY_INVARIANT_NOT_GAUSSIAN_PRIME_IDEAL_OWNER,ELEMENTARY_GENERATED_SUBGROUP_REDUCED_WORD_BALL_LE_5;NOT_FULL_GAMMA3;NOT_FULL_CONJUGACY_ENUMERATION
M62f946ed9f9c768e,L1m.L1m.U1m,3,"[[1,-3],[-6,19]]",LOXODROMIC,20,0,2,0,-2,0,44,0,U1,44,0,44,0,"1,0","20,0","399,0","7960,0","158801,0","44,0","17600,0","7004844,0","2787910400,0","1109581334444,0",true,true,true,true,true,true,true,NUMERICALLY_CERTIFIED,EXACT_GAUSSIAN_INTEGER,NECESSARY_INVARIANT_NOT_GAUSSIAN_PRIME_IDEAL_OWNER,ELEMENTARY_GENERATED_SUBGROUP_REDUCED_WORD_BALL_LE_5;NOT_FULL_GAMMA3;NOT_FULL_CONJUGACY_ENUMERATION
M90ce619500d6ef63,L1m.U1.L1,3,"[[10,3],[-27,-8]]",PARABOLIC,2,0,0,0,0,0,0,0,U1,0,0,0,0,"1,0","2,0","3,0","4,0","5,0","0,0","0,0","0,0","0,0","0,0",true,true,true,true,true,true,true,NUMERICALLY_CERTIFIED,EXACT_GAUSSIAN_INTEGER,NECESSARY_INVARIANT_NOT_GAUSSIAN_PRIME_IDEAL_OWNER,ELEMENTARY_GENERATED_SUBGROUP_REDUCED_WORD_BALL_LE_5;NOT_FULL_GAMMA3;NOT_FULL_CONJUGACY_ENUMERATION
Mf874958be8372906,L1m.U1.L1m,3,"[[-8,3],[21,-8]]",LOXODROMIC,-16,0,-2,0,2,0,28,0,U1,28,0,28,0,"1,0","-16,0","255,0","-4064,0","64769,0","28,0","7168,0","1820700,0","462450688,0","117460654108,0",true,true,true,true,true,true,true,NUMERICALLY_CERTIFIED,EXACT_GAUSSIAN_INTEGER,NECESSARY_INVARIANT_NOT_GAUSSIAN_PRIME_IDEAL_OWNER,ELEMENTARY_GENERATED_SUBGROUP_REDUCED_WORD_BALL_LE_5;NOT_FULL_GAMMA3;NOT_FULL_CONJUGACY_ENUMERATION
M311f0138c017e7a1,L1m.U1.U1,3,"[[1,6],[-3,-17]]",LOXODROMIC,-16,0,-2,0,2,0,28,0,U1,28,0,28,0,"1,0","-16,0","255,0","-4064,0","64769,0","28,0","7168,0","1820700,0","462450688,0","117460654108,0",true,true,true,true,true,true,true,NUMERICALLY_CERTIFIED,EXACT_GAUSSIAN_INTEGER,NECESSARY_INVARIANT_NOT_GAUSSIAN_PRIME_IDEAL_OWNER,ELEMENTARY_GENERATED_SUBGROUP_REDUCED_WORD_BALL_LE_5;NOT_FULL_GAMMA3;NOT_FULL_CONJUGACY_ENUMERATION
M57920cc35d3a4631,L1m.U1m.L1,3,"[[-8,-3],[27,10]]",PARABOLIC,2,0,0,0,0,0,0,0,U1,0,0,0,0,"1,0","2,0","3,0","4,0","5,0","0,0","0,0","0,0","0,0","0,0",true,true,true,true,true,true,true,NUMERICALLY_CERTIFIED,EXACT_GAUSSIAN_INTEGER,NECESSARY_INVARIANT_NOT_GAUSSIAN_PRIME_IDEAL_OWNER,ELEMENTARY_GENERATED_SUBGROUP_REDUCED_WORD_BALL_LE_5;NOT_FULL_GAMMA3;NOT_FULL_CONJUGACY_ENUMERATION
Mcc270723679c3578,L1m.U1m.L1m,3,"[[10,-3],[-33,10]]",LOXODROMIC,20,0,2,0,-2,0,44,0,U1,44,0,44,0,"1,0","20,0","399,0","7960,0","158801,0","44,0","17600,0","7004844,0","2787910400,0","1109581334444,0",true,true,true,true,true,true,true,NUMERICALLY_CERTIFIED,EXACT_GAUSSIAN_INTEGER,NECESSARY_INVARIANT_NOT_GAUSSIAN_PRIME_IDEAL_OWNER,ELEMENTARY_GENERATED_SUBGROUP_REDUCED_WORD_BALL_LE_5;NOT_FULL_GAMMA3;NOT_FULL_CONJUGACY_ENUMERATION
M40cac846f9e09b3a,L1m.U1m.U1m,3,"[[1,-6],[-3,19]]",LOXODROMIC,20,0,2,0,-2,0,44,0,U1,44,0,44,0,"1,0","20,0","399,0","7960,0","158801,0","44,0","17600,0","7004844,0","2787910400,0","1109581334444,0",true,true,true,true,true,true,true,NUMERICALLY_CERTIFIED,EXACT_GAUSSIAN_INTEGER,NECESSARY_INVARIANT_NOT_GAUSSIAN_PRIME_IDEAL_OWNER,ELEMENTARY_GENERATED_SUBGROUP_REDUCED_WORD_BALL_LE_5;NOT_FULL_GAMMA3;NOT_FULL_CONJUGACY_ENUMERATION
Me65fb57a4d6be426,U1.L1.L1,3,"[[19,3],[6,1]]",LOXODROMIC,20,0,2,0,-2,0,44,0,U1,44,0,44,0,"1,0","20,0","399,0","7960,0","158801,0","44,0","17600,0","7004844,0","2787910400,0","1109581334444,0",true,true,true,true,true,true,true,NUMERICALLY_CERTIFIED,EXACT_GAUSSIAN_INTEGER,NECESSARY_INVARIANT_NOT_GAUSSIAN_PRIME_IDEAL_OWNER,ELEMENTARY_GENERATED_SUBGROUP_REDUCED_WORD_BALL_LE_5;NOT_FULL_GAMMA3;NOT_FULL_CONJUGACY_ENUMERATION
M6a5b4a90fdcb8a46,U1.L1.U1,3,"[[10,33],[3,10]]",LOXODROMIC,20,0,2,0,-2,0,44,0,U1,44,0,44,0,"1,0","20,0","399,0","7960,0","158801,0","44,0","17600,0","7004844,0","2787910400,0","1109581334444,0",true,true,true,true,true,true,true,NUMERICALLY_CERTIFIED,EXACT_GAUSSIAN_INTEGER,NECESSARY_INVARIANT_NOT_GAUSSIAN_PRIME_IDEAL_OWNER,ELEMENTARY_GENERATED_SUBGROUP_REDUCED_WORD_BALL_LE_5;NOT_FULL_GAMMA3;NOT_FULL_CONJUGACY_ENUMERATION
M3891b58ccf923d3e,U1.L1.U1m,3,"[[10,-27],[3,-8]]",PARABOLIC,2,0,0,0,0,0,0,0,U1,0,0,0,0,"1,0","2,0","3,0","4,0","5,0","0,0","0,0","0,0","0,0","0,0",true,true,true,true,true,true,true,NUMERICALLY_CERTIFIED,EXACT_GAUSSIAN_INTEGER,NECESSARY_INVARIANT_NOT_GAUSSIAN_PRIME_IDEAL_OWNER,ELEMENTARY_GENERATED_SUBGROUP_REDUCED_WORD_BALL_LE_5;NOT_FULL_GAMMA3;NOT_FULL_CONJUGACY_ENUMERATION
M2a9fcc5a5fd88c9d,U1.L1m.L1m,3,"[[-17,3],[-6,1]]",LOXODROMIC,-16,0,-2,0,2,0,28,0,U1,28,0,28,0,"1,0","-16,0","255,0","-4064,0","64769,0","28,0","7168,0","1820700,0","462450688,0","117460654108,0",true,true,true,true,true,true,true,NUMERICALLY_CERTIFIED,EXACT_GAUSSIAN_INTEGER,NECESSARY_INVARIANT_NOT_GAUSSIAN_PRIME_IDEAL_OWNER,ELEMENTARY_GENERATED_SUBGROUP_REDUCED_WORD_BALL_LE_5;NOT_FULL_GAMMA3;NOT_FULL_CONJUGACY_ENUMERATION
M874f6e2fa0e0506e,U1.L1m.U1,3,"[[-8,-21],[-3,-8]]",LOXODROMIC,-16,0,-2,0,2,0,28,0,U1,28,0,28,0,"1,0","-16,0","255,0","-4064,0","64769,0","28,0","7168,0","1820700,0","462450688,0","117460654108,0",true,true,true,true,true,true,true,NUMERICALLY_CERTIFIED,EXACT_GAUSSIAN_INTEGER,NECESSARY_INVARIANT_NOT_GAUSSIAN_PRIME_IDEAL_OWNER,ELEMENTARY_GENERATED_SUBGROUP_REDUCED_WORD_BALL_LE_5;NOT_FULL_GAMMA3;NOT_FULL_CONJUGACY_ENUMERATION
M364d3bdab4fefcd2,U1.L1m.U1m,3,"[[-8,27],[-3,10]]",PARABOLIC,2,0,0,0,0,0,0,0,U1,0,0,0,0,"1,0","2,0","3,0","4,0","5,0","0,0","0,0","0,0","0,0","0,0",true,true,true,true,true,true,true,NUMERICALLY_CERTIFIED,EXACT_GAUSSIAN_INTEGER,NECESSARY_INVARIANT_NOT_GAUSSIAN_PRIME_IDEAL_OWNER,ELEMENTARY_GENERATED_SUBGROUP_REDUCED_WORD_BALL_LE_5;NOT_FULL_GAMMA3;NOT_FULL_CONJUGACY_ENUMERATION
M4733af9584bda9b6,U1.U1.L1,3,"[[19,6],[3,1]]",LOXODROMIC,20,0,2,0,-2,0,44,0,U1,44,0,44,0,"1,0","20,0","399,0","7960,0","158801,0","44,0","17600,0","7004844,0","2787910400,0","1109581334444,0",true,true,true,true,true,true,true,NUMERICALLY_CERTIFIED,EXACT_GAUSSIAN_INTEGER,NECESSARY_INVARIANT_NOT_GAUSSIAN_PRIME_IDEAL_OWNER,ELEMENTARY_GENERATED_SUBGROUP_REDUCED_WORD_BALL_LE_5;NOT_FULL_GAMMA3;NOT_FULL_CONJUGACY_ENUMERATION
Mf4c4ff28e55cf4c3,U1.U1.L1m,3,"[[-17,6],[-3,1]]",LOXODROMIC,-16,0,-2,0,2,0,28,0,U1,28,0,28,0,"1,0","-16,0","255,0","-4064,0","64769,0","28,0","7168,0","1820700,0","462450688,0","117460654108,0",true,true,true,true,true,true,true,NUMERICALLY_CERTIFIED,EXACT_GAUSSIAN_INTEGER,NECESSARY_INVARIANT_NOT_GAUSSIAN_PRIME_IDEAL_OWNER,ELEMENTARY_GENERATED_SUBGROUP_REDUCED_WORD_BALL_LE_5;NOT_FULL_GAMMA3;NOT_FULL_CONJUGACY_ENUMERATION
M61067ceb199de530,U1.U1.U1,3,"[[1,9],[0,1]]",PARABOLIC,2,0,0,0,0,0,0,0,U1,0,0,0,0,"1,0","2,0","3,0","4,0","5,0","0,0","0,0","0,0","0,0","0,0",true,true,true,true,true,true,true,NUMERICALLY_CERTIFIED,EXACT_GAUSSIAN_INTEGER,NECESSARY_INVARIANT_NOT_GAUSSIAN_PRIME_IDEAL_OWNER,ELEMENTARY_GENERATED_SUBGROUP_REDUCED_WORD_BALL_LE_5;NOT_FULL_GAMMA3;NOT_FULL_CONJUGACY_ENUMERATION
Ma0d8e90295e875fb,U1m.L1.L1,3,"[[-17,-3],[6,1]]",LOXODROMIC,-16,0,-2,0,2,0,28,0,U1,28,0,28,0,"1,0","-16,0","255,0","-4064,0","64769,0","28,0","7168,0","1820700,0","462450688,0","117460654108,0",true,true,true,true,true,true,true,NUMERICALLY_CERTIFIED,EXACT_GAUSSIAN_INTEGER,NECESSARY_INVARIANT_NOT_GAUSSIAN_PRIME_IDEAL_OWNER,ELEMENTARY_GENERATED_SUBGROUP_REDUCED_WORD_BALL_LE_5;NOT_FULL_GAMMA3;NOT_FULL_CONJUGACY_ENUMERATION
Mb3898038581dea9d,U1m.L1.U1,3,"[[-8,-27],[3,10]]",PARABOLIC,2,0,0,0,0,0,0,0,U1,0,0,0,0,"1,0","2,0","3,0","4,0","5,0","0,0","0,0","0,0","0,0","0,0",true,true,true,true,true,true,true,NUMERICALLY_CERTIFIED,EXACT_GAUSSIAN_INTEGER,NECESSARY_INVARIANT_NOT_GAUSSIAN_PRIME_IDEAL_OWNER,ELEMENTARY_GENERATED_SUBGROUP_REDUCED_WORD_BALL_LE_5;NOT_FULL_GAMMA3;NOT_FULL_CONJUGACY_ENUMERATION
M012dc5fc0a63f3fb,U1m.L1.U1m,3,"[[-8,21],[3,-8]]",LOXODROMIC,-16,0,-2,0,2,0,28,0,U1,28,0,28,0,"1,0","-16,0","255,0","-4064,0","64769,0","28,0","7168,0","1820700,0","462450688,0","117460654108,0",true,true,true,true,true,true,true,NUMERICALLY_CERTIFIED,EXACT_GAUSSIAN_INTEGER,NECESSARY_INVARIANT_NOT_GAUSSIAN_PRIME_IDEAL_OWNER,ELEMENTARY_GENERATED_SUBGROUP_REDUCED_WORD_BALL_LE_5;NOT_FULL_GAMMA3;NOT_FULL_CONJUGACY_ENUMERATION
