control_id,row_id,complex_length_fixed,repetition_exponent_fixed,original_holonomy_angle,shuffled_holonomy_angle,shuffled_from_row_id,orientation_reversal_angle,shuffle_seed_label,target_data_used,evidence_status
HC50630cdc0470d293,M50630cdc0470d293,10.2849365532946,1,0.316870227589821,1.02987418341949,M19acdab9ffc83332,-0.316870227589821,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HC3a3438a05b23734e,M3a3438a05b23734e,10.2849365532946,1,0.316870227589821,-3.09223499769302,Mfbdafb5f7d863a69,-0.316870227589821,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HC5c10432ddc2d6ed8,M5c10432ddc2d6ed8,10.2849365532946,1,0.316870227589821,0,M92baca2ae9850d65,-0.316870227589821,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HC9e3a8a4d4b555630,M9e3a8a4d4b555630,10.2849365532946,1,0.316870227589821,-1.81965541984194,Mb819f1bf538a9255,-0.316870227589821,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HCd823d65e91b06ac2,Md823d65e91b06ac2,10.2849365532946,1,0.316870227589821,-0.603071884846712,M7ff7cde70470a650,-0.316870227589821,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HC3ccceb8296de82a3,M3ccceb8296de82a3,10.2849365532946,1,0.316870227589821,1.37155607397491,Mbc375245c4ce315c,-0.316870227589821,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HC6e197ebf3ed77b5d,M6e197ebf3ed77b5d,10.1502695008896,1,0,0,M2572d116d68bd164,-0,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HC47bc06d8f1d13b7d,M47bc06d8f1d13b7d,10.1502695008896,1,0,1.37161066832321,Ma8735c69bdd1e3ad,-0,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HC6c9ad79e4fece5af,M6c9ad79e4fece5af,10.1502695008896,1,0,0.0941763258847885,M077e9b335dc47baa,-0,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HC21b4f8a856e6e007,M21b4f8a856e6e007,10.1502695008896,1,0,1.1009391881972,M27c812894f06043d,-0,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HCc85c6c07303de27c,Mc85c6c07303de27c,10.1502695008896,1,0,-1.85998975547054,Mbd3a16b0e05cdd0c,-0,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HC15164292b50f1be1,M15164292b50f1be1,10.1502695008896,1,0,-3.1169044307894,Mcd4f3a9c21a72d37,-0,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HCe90b91be068aef98,Me90b91be068aef98,10.1502695008896,1,0,1.54655594736629,M3f0f9244e6297675,-0,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HCd6e71475cd8ee0f2,Md6e71475cd8ee0f2,10.1502695008896,1,0,1.79469841816795,M6b05c7c9aed2fec9,-0,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HCc5c6bbaecd931116,Mc5c6bbaecd931116,10.2849365532946,1,-0.316870227589821,-3.1169044307894,Md2c9478afef3976a,0.316870227589821,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HC006d8db3af5be42e,M006d8db3af5be42e,10.2849365532946,1,-0.316870227589821,-0.885624676584301,Md4d6f266d41a4a6b,0.316870227589821,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HC6854911579d994ae,M6854911579d994ae,10.2849365532946,1,-0.316870227589821,-1.54655594736629,Mf15ed619c6ff0f93,0.316870227589821,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HCf2906655059fcb40,Mf2906655059fcb40,10.2849365532946,1,-0.316870227589821,3.05977257451264,M8ba007a53cc9e833,0.316870227589821,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HC64cb96aca97888c6,M64cb96aca97888c6,10.2849365532946,1,-0.316870227589821,2.72550426458231,M7f41b47ffd1e4803,0.316870227589821,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HCada0e168d6520182,Mada0e168d6520182,10.2849365532946,1,-0.316870227589821,-1.54893990453199,Maf8120699a5d1527,0.316870227589821,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HC0e2cb739e46e73b8,M0e2cb739e46e73b8,10.2849365532946,1,-0.316870227589821,3.09223499769302,M0392f4927061ad98,0.316870227589821,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HC0954e586ec80a524,M0954e586ec80a524,10.2849365532946,1,-0.316870227589821,-1.59595120069252,M4d1d21d175a78acc,0.316870227589821,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HC219efa9ac0dbc3f8,M219efa9ac0dbc3f8,10.0659517464907,1,0.353905570690794,1.38119181792211,M65eefe0daa8d3e83,-0.353905570690794,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HC01c1bcffe3ac317b,M01c1bcffe3ac317b,10.0659517464907,1,0.353905570690794,0,Me90b955b4b36cacd,-0.353905570690794,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HC3ae0d4d0874f7c19,M3ae0d4d0874f7c19,10.0659517464907,1,0.353905570690794,0,Mdfea29153a58c425,-0.353905570690794,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HC0190f239283953d5,M0190f239283953d5,10.0659517464907,1,0.353905570690794,0,M82a6108ba7e67099,-0.353905570690794,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HC5583bbdbd55183ac,M5583bbdbd55183ac,10.0659517464907,1,0.353905570690794,-2.88900740049672,M718a16822e8d5e06,-0.353905570690794,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HC1ff2929a0cfe7db4,M1ff2929a0cfe7db4,10.0659517464907,1,0.353905570690794,0.218653006253208,M7defc10391f2d967,-0.353905570690794,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HC68cd21e07267cb3c,M68cd21e07267cb3c,10.0659517464907,1,0.353905570690794,-0.651034214772956,M01541fc34c8d030d,-0.353905570690794,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HC69dcba2d958179d0,M69dcba2d958179d0,10.0659517464907,1,0.353905570690794,1.85998975547054,Me22bbd601378b22c,-0.353905570690794,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HCe12e29f005cb62a3,Me12e29f005cb62a3,10.2849365532946,1,0.316870227589821,3.06760303615545,Ma9cbd2924b385548,-0.316870227589821,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HCe4249ad2b562341c,Me4249ad2b562341c,10.2849365532946,1,0.316870227589821,2.12839595527624,M18f6b89a3930249b,-0.316870227589821,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HC226b1ff3f4f54748,M226b1ff3f4f54748,10.2849365532946,1,0.316870227589821,-1.54893990453199,M93d94fc6a0803794,-0.316870227589821,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HC0fc03c119d0f3a9c,M0fc03c119d0f3a9c,10.2849365532946,1,0.316870227589821,-3.06760303615545,M84b840e50fdc36cf,-0.316870227589821,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HCdec50b66829cef5b,Mdec50b66829cef5b,10.2849365532946,1,0.316870227589821,1.38119181792211,M830cea82c55602f2,-0.316870227589821,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HC8fa132cd36bc2cbc,M8fa132cd36bc2cbc,10.2849365532946,1,0.316870227589821,0,M7191a0dbdaba11ae,-0.316870227589821,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HC9ec4d7077260c506,M9ec4d7077260c506,10.2849365532946,1,0.316870227589821,0,M5399847db793a417,-0.316870227589821,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HC9d09990f646190dd,M9d09990f646190dd,10.2849365532946,1,0.316870227589821,2.83710562470824,M0eb5840fd97816fa,-0.316870227589821,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HC1bd4db029fb2a5c0,M1bd4db029fb2a5c0,10.2849365532946,1,0.316870227589821,2.67790418990907,M2f8046f82fe74839,-0.316870227589821,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HC66283efe7bda66ae,M66283efe7bda66ae,10.2849365532946,1,0.316870227589821,-1.1009391881972,M69272d917466c7c0,-0.316870227589821,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HCc33087ca9656a001,Mc33087ca9656a001,10.2849365532946,1,0.316870227589821,-2.30609928746995,M5f47df877136fb96,-0.316870227589821,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HCd1b659d34c8fed70,Md1b659d34c8fed70,10.2849365532946,1,0.316870227589821,-2.9216048718129,M244c58f78892f187,-0.316870227589821,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HC572b64dfbf87f3a3,M572b64dfbf87f3a3,10.2849365532946,1,0.316870227589821,-0.0941763258847885,M991058014ea5db47,-0.316870227589821,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HCf18fc5c8f84a1437,Mf18fc5c8f84a1437,10.2849365532946,1,0.316870227589821,2.67790418990907,M008c8a322b5f4e36,-0.316870227589821,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HCb11fa459ab7f8904,Mb11fa459ab7f8904,10.2849365532946,1,0.316870227589821,0,M32e5a62f15e52936,-0.316870227589821,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HCb8652097b2303cf7,Mb8652097b2303cf7,10.2849365532946,1,0.316870227589821,-1.38119181792211,Ma996d23608732d9c,-0.316870227589821,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HC5d0a7c47002c91e7,M5d0a7c47002c91e7,10.1502695008896,1,0,-0.316870227589821,Mabf718331df54d39,-0,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HC8aa379ac54d7a77f,M8aa379ac54d7a77f,10.1502695008896,1,0,-1.64915399478499,Mbb1839cd9aad0528,-0,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HCf5da1975904f9702,Mf5da1975904f9702,10.1502695008896,1,0,-2.9216048718129,M6a8c9acc5a6fe819,-0,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HCbcc29f90b1320663,Mbcc29f90b1320663,10.1502695008896,1,0,0,M1dda8e9a8f7a86f5,-0,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HCc2c27b6d221cea89,Mc2c27b6d221cea89,10.1502695008896,1,0,0,M9fe030613fd295c9,-0,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HCdd89f1b47e4d2c47,Mdd89f1b47e4d2c47,10.1502695008896,1,0,1.37155607397491,M0936d26eb8dfa255,-0,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HC597a6f8a55a04852,M597a6f8a55a04852,10.1502695008896,1,0,-2.40341123433865,M260dc76b6019a03e,-0,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HCc6d7321c47e0402f,Mc6d7321c47e0402f,10.1502695008896,1,0,1.38119181792211,M00d8b582485940e8,-0,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HC2562dc40726b7611,M2562dc40726b7611,10.2849365532946,1,-0.316870227589821,2.36948136560033,M5152318146eba253,0.316870227589821,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HC11cbf1a3beb9af77,M11cbf1a3beb9af77,10.2849365532946,1,-0.316870227589821,-3.1169044307894,M8d58e638fa79582a,0.316870227589821,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HCda4b423ba1062b62,Mda4b423ba1062b62,10.2849365532946,1,-0.316870227589821,0.0941763258847885,M43343a1fae4fbfdf,0.316870227589821,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HC46dd075a2f393397,M46dd075a2f393397,10.2849365532946,1,-0.316870227589821,-1.38790436711062,M7c2442b738cc490c,0.316870227589821,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HCb3c58dd27f2ac6cb,Mb3c58dd27f2ac6cb,10.2849365532946,1,-0.316870227589821,2.36948136560033,M70b893bccf05a98c,0.316870227589821,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HCf828a85c4e144ef2,Mf828a85c4e144ef2,10.2849365532946,1,-0.316870227589821,0,M85ae684c4b5314f0,0.316870227589821,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HC353e9d473dc966d8,M353e9d473dc966d8,10.2849365532946,1,-0.316870227589821,0,M3544ceafb8dba031,0.316870227589821,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HC05523795f7431056,M05523795f7431056,10.2849365532946,1,-0.316870227589821,-1.59595120069252,Mbd5de4cd95aa6b24,0.316870227589821,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HC16694010e658a804,M16694010e658a804,10.2849365532946,1,-0.316870227589821,-2.99806094525111,M82e8636c8db4f3c1,0.316870227589821,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HC94d979d30b5f0745,M94d979d30b5f0745,10.2849365532946,1,-0.316870227589821,1.46837855066899,Mde6f6132385df764,0.316870227589821,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HC350d9e9490b5edb8,M350d9e9490b5edb8,10.2849365532946,1,-0.316870227589821,0,M2cdbc654cb27ccf1,0.316870227589821,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HCb5f13976de7fd003,Mb5f13976de7fd003,10.2849365532946,1,-0.316870227589821,-0.353905570690795,M8707a23780e1aeb1,0.316870227589821,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HCa2828c958ea246df,Ma2828c958ea246df,10.2849365532946,1,-0.316870227589821,1.38119181792211,Mad81b3a78b96d7d8,0.316870227589821,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HC7e36dc2bb62ad75b,M7e36dc2bb62ad75b,10.2849365532946,1,-0.316870227589821,-1.37155607397491,M6022040ab782fe55,0.316870227589821,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HC8c10e3f3d7db980f,M8c10e3f3d7db980f,10.2849365532946,1,-0.316870227589821,0,M5b885bff6726e6a9,0.316870227589821,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HC126a0b140806134d,M126a0b140806134d,10.2849365532946,1,-0.316870227589821,1.38119181792211,M4f7fa29756cc14e9,0.316870227589821,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HCea3ef54fc202dd1c,Mea3ef54fc202dd1c,10.0659517464907,1,-0.353905570690795,2.99806094525111,Mb4ca090b3031e3bc,0.353905570690795,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HC4ba9ecd36b49382a,M4ba9ecd36b49382a,10.0659517464907,1,-0.353905570690795,0.603071884846712,Mf8e514fd428fbf2d,0.353905570690795,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HC12030f5f3d863d40,M12030f5f3d863d40,10.0659517464907,1,-0.353905570690795,-1.9915582836727,M7d16b523f49d618e,0.353905570690795,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HCba707ab6b499ce22,Mba707ab6b499ce22,10.0659517464907,1,-0.353905570690795,0,Mb483b90599969521,0.353905570690795,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HC143112e05a32d1ae,M143112e05a32d1ae,10.0659517464907,1,-0.353905570690795,-3.05977257451264,M4005d21c26e5b4d5,0.353905570690795,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HC76a68d7d900f38fb,M76a68d7d900f38fb,10.0659517464907,1,-0.353905570690795,-1.85998975547054,M1ebeb7b8c0810b96,0.353905570690795,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HCa6e70b6e8ecde505,Ma6e70b6e8ecde505,10.0659517464907,1,-0.353905570690795,-0.868868127162489,M5a8fc0d80f9ec26a,0.353905570690795,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HC29cb34c9902b6d10,M29cb34c9902b6d10,10.0659517464907,1,-0.353905570690795,-0.603071884846712,M0e608a3c613098b1,0.353905570690795,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HC1a970c2799d4bb0a,M1a970c2799d4bb0a,10.2581648191946,1,0.651034214772956,-1.34658168411932,M8e48ba09813c7d29,-0.651034214772956,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HCbef85722334064a6,Mbef85722334064a6,10.2581648191946,1,0.651034214772956,-1.59595120069252,M8cb6e26b49bf3128,-0.651034214772956,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HCe1b2ff527d6bf14a,Me1b2ff527d6bf14a,10.2581648191946,1,0.651034214772956,-1.54358832834977,Me379c6068cf3ff94,-0.651034214772956,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HCc42f0c4fc7b5f674,Mc42f0c4fc7b5f674,10.2581648191946,1,0.651034214772956,1.59595120069252,M097744b9728bdfce,-0.651034214772956,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HCc112bb319e54a9e0,Mc112bb319e54a9e0,10.2581648191946,1,0.651034214772956,3.1169044307894,Meacf42f799025447,-0.651034214772956,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HC1476a9d80e299c1f,M1476a9d80e299c1f,10.2581648191946,1,0.651034214772956,2.9941149763762,Meeff87a2ff17620b,-0.651034214772956,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HC8f5200dc5471569c,M8f5200dc5471569c,10.2581648191946,1,0.651034214772956,-1.54655594736629,M467adde44cc5aaf0,-0.651034214772956,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HCe2e9fbf277b88a2b,Me2e9fbf277b88a2b,10.2581648191946,1,0.651034214772956,-2.18049655090376,M7e322bb741d922e7,-0.651034214772956,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HC83448427ae6e37c0,M83448427ae6e37c0,10.2581648191946,1,0.651034214772956,-1.83433067911274,M943c908bc16b6d7e,-0.651034214772956,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HC309758e321fadbfa,M309758e321fadbfa,10.2581648191946,1,0.651034214772956,2.67790418990907,M3a92dfb4628d7659,-0.651034214772956,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HCc227781fdf1b4a30,Mc227781fdf1b4a30,10.2581648191946,1,0.651034214772956,-2.88900740049672,M93f7033b1c741003,-0.651034214772956,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HCedbbc86ab8d6f1cd,Medbbc86ab8d6f1cd,10.2581648191946,1,0.651034214772956,2.71391171613454,Mf43991436e50fe5a,-0.651034214772956,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HC2bc160dba0f9308f,M2bc160dba0f9308f,10.2581648191946,1,0.651034214772956,0.603071884846712,Mfb94e49411e19878,-0.651034214772956,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HCff9e6581059972e3,Mff9e6581059972e3,10.2581648191946,1,0.651034214772956,1.54358832834977,Mcad31b1ef9fa0421,-0.651034214772956,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HC831be165446b0786,M831be165446b0786,10.2581648191946,1,0.651034214772956,-2.99806094525111,M67f32a4ddea3d122,-0.651034214772956,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HCfaf5ef93a149bee5,Mfaf5ef93a149bee5,10.2581648191946,1,0.651034214772956,2.64439840898668,Ma61edaccf14eb563,-0.651034214772956,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HC4be6e2169f89dc15,M4be6e2169f89dc15,10.1502695008896,1,0,-1.59595120069252,Me6fb82f132cfc64e,-0,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HC441fe2aaef651cdb,M441fe2aaef651cdb,10.1502695008896,1,0,-2.77540900707361,Md941c003a0b04376,-0,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HCa10a6b59e95fe155,Ma10a6b59e95fe155,10.1502695008896,1,0,1.1009391881972,Maa5f898e6e4673cc,-0,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HC27f7912f4d6351ad,M27f7912f4d6351ad,10.1502695008896,1,0,1.81965541984194,M798f378e95a20a77,-0,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HCccdb5b1bcae894af,Mccdb5b1bcae894af,10.1502695008896,1,0,1.34658168411932,Md2d8e186658f47c3,-0,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HC3ea41d9b0b44ced0,M3ea41d9b0b44ced0,10.1502695008896,1,0,-2.12839595527624,M2bed8736d07d809d,-0,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HC68be4f1da88ba48d,M68be4f1da88ba48d,10.1502695008896,1,0,0,M9c2684477aafb702,-0,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HC90410571026c110e,M90410571026c110e,10.1502695008896,1,0,2.30609928746995,Mb98bcb903a3ef80e,-0,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HC96fff729b437b0eb,M96fff729b437b0eb,10.1502695008896,1,0,0.692922737987563,Mcaef365dc66be4f8,-0,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HC7966b48bb93b67dc,M7966b48bb93b67dc,10.1502695008896,1,0,1.83433067911274,M5327e1eb97725d19,-0,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HCcbd212439146ecf7,Mcbd212439146ecf7,10.1502695008896,1,0,-0.868868127162489,Mf743016fdf2b42ed,-0,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HC23f3ebbf9c8e1607,M23f3ebbf9c8e1607,10.1502695008896,1,0,-2.30609928746995,Mbe2027f7a39682db,-0,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HCa62bc2e92d6baa66,Ma62bc2e92d6baa66,10.1502695008896,1,0,2.83710562470824,Mb2537cf0dd56a6db,-0,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
HC656c36abb116c3c2,M656c36abb116c3c2,10.1502695008896,1,0,-2.71391171613454,M9b9a32d1b6cece7e,-0,P24-2026-08-27-target-free-holonomy-shuffle-v1,false,NUMERICALLY_CERTIFIED
