schema_version,row_id,control_family,owner_case,q_class,q_model_size,epsilon,input_id,input_norm,coordinate_norm_class,multiplier_member,algebra_member,finite_c0_member,tail_window_size,quotient_distance,quotient_image_nonzero,quotient_map_injective,gauge_id,gauge_lhs_exp_mod24,gauge_rhs_exp_mod24,gauge_commutes,max_evidence_status,reduced_evidence_status,cardinality_credit_owner,topology_owner,fixed_prime_branch,evidence_scope,summary_artifact,summary_rows,summary_columns,summary_negative_rows,summary_test_methods,case_kind,negative_reason,fixture,violated_lock,expected_detector,observed_detector,oracle,tolerance,status
paper13-circle-twists-controls/2,V2-0011,FINITE_C0_MODEL,GENERIC_COMMON_LATTICE_QF2,FINITE,2,max,I,1,CONSTANT_1,true,true,true,,0,false,false,,,,,FINITE_SCALAR_MAX_NORM_DIAGNOSTIC_ONLY,,NOT_APPLICABLE,Q_BARE_INDEX_ONLY,GENERIC_FINITE_BRANCH,FINITE_SCALAR_C0_MODEL_ONLY,,,,,,DIAGNOSTIC,,,,,,FINITE_C0_CONSTANT_COORDINATE_MODEL,0,PASS
paper13-circle-twists-controls/2,V2-0012,FINITE_C0_MODEL,GENERIC_COMMON_LATTICE_QF2,FINITE,2,r,I,1,CONSTANT_1,true,true,true,,0,false,false,,,,,,FINITE_SCALAR_REDUCED_NORM_DIAGNOSTIC_ONLY,NOT_APPLICABLE,Q_BARE_INDEX_ONLY,GENERIC_FINITE_BRANCH,FINITE_SCALAR_C0_MODEL_ONLY,,,,,,DIAGNOSTIC,,,,,,FINITE_C0_CONSTANT_COORDINATE_MODEL,0,PASS
paper13-circle-twists-controls/2,V2-0013,FINITE_C0_MODEL,GENERIC_COMMON_LATTICE_QF4,FINITE,4,max,ZERO,0,CONSTANT_0,true,true,true,,0,false,false,,,,,FINITE_SCALAR_MAX_NORM_DIAGNOSTIC_ONLY,,NOT_APPLICABLE,Q_BARE_INDEX_ONLY,GENERIC_FINITE_BRANCH,FINITE_SCALAR_C0_MODEL_ONLY,,,,,,DIAGNOSTIC,,,,,,FINITE_C0_CONSTANT_COORDINATE_MODEL,0,PASS
paper13-circle-twists-controls/2,V2-0014,FINITE_C0_MODEL,GENERIC_COMMON_LATTICE_QF4,FINITE,4,r,ZERO,0,CONSTANT_0,true,true,true,,0,false,false,,,,,,FINITE_SCALAR_REDUCED_NORM_DIAGNOSTIC_ONLY,NOT_APPLICABLE,Q_BARE_INDEX_ONLY,GENERIC_FINITE_BRANCH,FINITE_SCALAR_C0_MODEL_ONLY,,,,,,DIAGNOSTIC,,,,,,FINITE_C0_CONSTANT_COORDINATE_MODEL,0,PASS
paper13-circle-twists-controls/2,V2-0015,FINITE_C0_MODEL,GENERIC_COMMON_LATTICE_QF4,FINITE,4,max,ONE,1,CONSTANT_1,true,true,true,,0,false,false,,,,,FINITE_SCALAR_MAX_NORM_DIAGNOSTIC_ONLY,,NOT_APPLICABLE,Q_BARE_INDEX_ONLY,GENERIC_FINITE_BRANCH,FINITE_SCALAR_C0_MODEL_ONLY,,,,,,DIAGNOSTIC,,,,,,FINITE_C0_CONSTANT_COORDINATE_MODEL,0,PASS
paper13-circle-twists-controls/2,V2-0016,FINITE_C0_MODEL,GENERIC_COMMON_LATTICE_QF4,FINITE,4,r,ONE,1,CONSTANT_1,true,true,true,,0,false,false,,,,,,FINITE_SCALAR_REDUCED_NORM_DIAGNOSTIC_ONLY,NOT_APPLICABLE,Q_BARE_INDEX_ONLY,GENERIC_FINITE_BRANCH,FINITE_SCALAR_C0_MODEL_ONLY,,,,,,DIAGNOSTIC,,,,,,FINITE_C0_CONSTANT_COORDINATE_MODEL,0,PASS
paper13-circle-twists-controls/2,V2-0017,FINITE_C0_MODEL,GENERIC_COMMON_LATTICE_QF4,FINITE,4,max,I,1,CONSTANT_1,true,true,true,,0,false,false,,,,,FINITE_SCALAR_MAX_NORM_DIAGNOSTIC_ONLY,,NOT_APPLICABLE,Q_BARE_INDEX_ONLY,GENERIC_FINITE_BRANCH,FINITE_SCALAR_C0_MODEL_ONLY,,,,,,DIAGNOSTIC,,,,,,FINITE_C0_CONSTANT_COORDINATE_MODEL,0,PASS
paper13-circle-twists-controls/2,V2-0018,FINITE_C0_MODEL,GENERIC_COMMON_LATTICE_QF4,FINITE,4,r,I,1,CONSTANT_1,true,true,true,,0,false,false,,,,,,FINITE_SCALAR_REDUCED_NORM_DIAGNOSTIC_ONLY,NOT_APPLICABLE,Q_BARE_INDEX_ONLY,GENERIC_FINITE_BRANCH,FINITE_SCALAR_C0_MODEL_ONLY,,,,,,DIAGNOSTIC,,,,,,FINITE_C0_CONSTANT_COORDINATE_MODEL,0,PASS
paper13-circle-twists-controls/2,V2-0019,INFINITE_ANALYTIC_BOUNDARY,GENERIC_COMMON_LATTICE_QINF_N,INFINITE,COUNTABLY_INFINITE,max,ZERO,0,CONSTANT_0,true,true,,,0,false,true,,,,,ANALYTIC_MAX_BRANCH_REQUIRES_THEOREM_PROOF,,NOT_APPLICABLE,Q_BARE_INDEX_ONLY,GENERIC_INFINITE_BRANCH,ANALYTIC_INFINITE_BRANCH_LEDGER_NOT_FINITE_PROOF,,,,,,DIAGNOSTIC,,,,,,INFINITE_CONSTANT_NORM_C0_CORONA_BRANCH,0,PASS
paper13-circle-twists-controls/2,V2-0020,INFINITE_ANALYTIC_BOUNDARY,GENERIC_COMMON_LATTICE_QINF_N,INFINITE,COUNTABLY_INFINITE,r,ZERO,0,CONSTANT_0,true,true,,,0,false,true,,,,,,ANALYTIC_REDUCED_BRANCH_REQUIRES_THEOREM_PROOF,NOT_APPLICABLE,Q_BARE_INDEX_ONLY,GENERIC_INFINITE_BRANCH,ANALYTIC_INFINITE_BRANCH_LEDGER_NOT_FINITE_PROOF,,,,,,DIAGNOSTIC,,,,,,INFINITE_CONSTANT_NORM_C0_CORONA_BRANCH,0,PASS
paper13-circle-twists-controls/2,V2-0021,INFINITE_ANALYTIC_BOUNDARY,GENERIC_COMMON_LATTICE_QINF_N,INFINITE,COUNTABLY_INFINITE,max,ONE,1,CONSTANT_1,true,false,,,1,true,true,,,,,ANALYTIC_MAX_BRANCH_REQUIRES_THEOREM_PROOF,,NOT_APPLICABLE,Q_BARE_INDEX_ONLY,GENERIC_INFINITE_BRANCH,ANALYTIC_INFINITE_BRANCH_LEDGER_NOT_FINITE_PROOF,,,,,,DIAGNOSTIC,,,,,,INFINITE_CONSTANT_NORM_C0_CORONA_BRANCH,0,PASS
paper13-circle-twists-controls/2,V2-0022,INFINITE_ANALYTIC_BOUNDARY,GENERIC_COMMON_LATTICE_QINF_N,INFINITE,COUNTABLY_INFINITE,r,ONE,1,CONSTANT_1,true,false,,,1,true,true,,,,,,ANALYTIC_REDUCED_BRANCH_REQUIRES_THEOREM_PROOF,NOT_APPLICABLE,Q_BARE_INDEX_ONLY,GENERIC_INFINITE_BRANCH,ANALYTIC_INFINITE_BRANCH_LEDGER_NOT_FINITE_PROOF,,,,,,DIAGNOSTIC,,,,,,INFINITE_CONSTANT_NORM_C0_CORONA_BRANCH,0,PASS
paper13-circle-twists-controls/2,V2-0023,INFINITE_ANALYTIC_BOUNDARY,GENERIC_COMMON_LATTICE_QINF_N,INFINITE,COUNTABLY_INFINITE,max,I,1,CONSTANT_1,true,false,,,1,true,true,,,,,ANALYTIC_MAX_BRANCH_REQUIRES_THEOREM_PROOF,,NOT_APPLICABLE,Q_BARE_INDEX_ONLY,GENERIC_INFINITE_BRANCH,ANALYTIC_INFINITE_BRANCH_LEDGER_NOT_FINITE_PROOF,,,,,,DIAGNOSTIC,,,,,,INFINITE_CONSTANT_NORM_C0_CORONA_BRANCH,0,PASS
paper13-circle-twists-controls/2,V2-0024,INFINITE_ANALYTIC_BOUNDARY,GENERIC_COMMON_LATTICE_QINF_N,INFINITE,COUNTABLY_INFINITE,r,I,1,CONSTANT_1,true,false,,,1,true,true,,,,,,ANALYTIC_REDUCED_BRANCH_REQUIRES_THEOREM_PROOF,NOT_APPLICABLE,Q_BARE_INDEX_ONLY,GENERIC_INFINITE_BRANCH,ANALYTIC_INFINITE_BRANCH_LEDGER_NOT_FINITE_PROOF,,,,,,DIAGNOSTIC,,,,,,INFINITE_CONSTANT_NORM_C0_CORONA_BRANCH,0,PASS
paper13-circle-twists-controls/2,V2-0025,INFINITE_ANALYTIC_BOUNDARY,GENERIC_COMMON_LATTICE_QINF_UNCOUNTABLE,INFINITE,UNCOUNTABLE_SYMBOLIC,max,ZERO,0,CONSTANT_0,true,true,,,0,false,true,,,,,ANALYTIC_MAX_BRANCH_REQUIRES_THEOREM_PROOF,,NOT_APPLICABLE,Q_BARE_INDEX_ONLY,GENERIC_INFINITE_BRANCH,ANALYTIC_INFINITE_BRANCH_LEDGER_NOT_FINITE_PROOF,,,,,,DIAGNOSTIC,,,,,,INFINITE_CONSTANT_NORM_C0_CORONA_BRANCH,0,PASS
paper13-circle-twists-controls/2,V2-0026,INFINITE_ANALYTIC_BOUNDARY,GENERIC_COMMON_LATTICE_QINF_UNCOUNTABLE,INFINITE,UNCOUNTABLE_SYMBOLIC,r,ZERO,0,CONSTANT_0,true,true,,,0,false,true,,,,,,ANALYTIC_REDUCED_BRANCH_REQUIRES_THEOREM_PROOF,NOT_APPLICABLE,Q_BARE_INDEX_ONLY,GENERIC_INFINITE_BRANCH,ANALYTIC_INFINITE_BRANCH_LEDGER_NOT_FINITE_PROOF,,,,,,DIAGNOSTIC,,,,,,INFINITE_CONSTANT_NORM_C0_CORONA_BRANCH,0,PASS
paper13-circle-twists-controls/2,V2-0027,INFINITE_ANALYTIC_BOUNDARY,GENERIC_COMMON_LATTICE_QINF_UNCOUNTABLE,INFINITE,UNCOUNTABLE_SYMBOLIC,max,ONE,1,CONSTANT_1,true,false,,,1,true,true,,,,,ANALYTIC_MAX_BRANCH_REQUIRES_THEOREM_PROOF,,NOT_APPLICABLE,Q_BARE_INDEX_ONLY,GENERIC_INFINITE_BRANCH,ANALYTIC_INFINITE_BRANCH_LEDGER_NOT_FINITE_PROOF,,,,,,DIAGNOSTIC,,,,,,INFINITE_CONSTANT_NORM_C0_CORONA_BRANCH,0,PASS
paper13-circle-twists-controls/2,V2-0028,INFINITE_ANALYTIC_BOUNDARY,GENERIC_COMMON_LATTICE_QINF_UNCOUNTABLE,INFINITE,UNCOUNTABLE_SYMBOLIC,r,ONE,1,CONSTANT_1,true,false,,,1,true,true,,,,,,ANALYTIC_REDUCED_BRANCH_REQUIRES_THEOREM_PROOF,NOT_APPLICABLE,Q_BARE_INDEX_ONLY,GENERIC_INFINITE_BRANCH,ANALYTIC_INFINITE_BRANCH_LEDGER_NOT_FINITE_PROOF,,,,,,DIAGNOSTIC,,,,,,INFINITE_CONSTANT_NORM_C0_CORONA_BRANCH,0,PASS
paper13-circle-twists-controls/2,V2-0029,INFINITE_ANALYTIC_BOUNDARY,GENERIC_COMMON_LATTICE_QINF_UNCOUNTABLE,INFINITE,UNCOUNTABLE_SYMBOLIC,max,I,1,CONSTANT_1,true,false,,,1,true,true,,,,,ANALYTIC_MAX_BRANCH_REQUIRES_THEOREM_PROOF,,NOT_APPLICABLE,Q_BARE_INDEX_ONLY,GENERIC_INFINITE_BRANCH,ANALYTIC_INFINITE_BRANCH_LEDGER_NOT_FINITE_PROOF,,,,,,DIAGNOSTIC,,,,,,INFINITE_CONSTANT_NORM_C0_CORONA_BRANCH,0,PASS
paper13-circle-twists-controls/2,V2-0030,INFINITE_ANALYTIC_BOUNDARY,GENERIC_COMMON_LATTICE_QINF_UNCOUNTABLE,INFINITE,UNCOUNTABLE_SYMBOLIC,r,I,1,CONSTANT_1,true,false,,,1,true,true,,,,,,ANALYTIC_REDUCED_BRANCH_REQUIRES_THEOREM_PROOF,NOT_APPLICABLE,Q_BARE_INDEX_ONLY,GENERIC_INFINITE_BRANCH,ANALYTIC_INFINITE_BRANCH_LEDGER_NOT_FINITE_PROOF,,,,,,DIAGNOSTIC,,,,,,INFINITE_CONSTANT_NORM_C0_CORONA_BRANCH,0,PASS
paper13-circle-twists-controls/2,V2-0031,INFINITE_ANALYTIC_BOUNDARY,FIXED_PRIME_RATIONAL_WITT_QP,CONTINUUM,2^ALEPH_0,max,ZERO,0,CONSTANT_0,true,true,,,0,false,true,,,,,ANALYTIC_MAX_BRANCH_REQUIRES_THEOREM_PROOF,,PAPER2_LOWER_BOUND_INHERITED_ZERO_P13_CREDIT,Q_BARE_INDEX_ONLY,UNCONDITIONAL_FIXED_PRIME_PAPER2_LOWER_PLUS_P13_UPPER,FIXED_PRIME_ANALYTIC_BRANCH_LEDGER_NOT_CONTROL_PROOF,,,,,,DIAGNOSTIC,,,,,,INFINITE_CONSTANT_NORM_C0_CORONA_BRANCH,0,PASS
paper13-circle-twists-controls/2,V2-0032,INFINITE_ANALYTIC_BOUNDARY,FIXED_PRIME_RATIONAL_WITT_QP,CONTINUUM,2^ALEPH_0,r,ZERO,0,CONSTANT_0,true,true,,,0,false,true,,,,,,ANALYTIC_REDUCED_BRANCH_REQUIRES_THEOREM_PROOF,PAPER2_LOWER_BOUND_INHERITED_ZERO_P13_CREDIT,Q_BARE_INDEX_ONLY,UNCONDITIONAL_FIXED_PRIME_PAPER2_LOWER_PLUS_P13_UPPER,FIXED_PRIME_ANALYTIC_BRANCH_LEDGER_NOT_CONTROL_PROOF,,,,,,DIAGNOSTIC,,,,,,INFINITE_CONSTANT_NORM_C0_CORONA_BRANCH,0,PASS
paper13-circle-twists-controls/2,V2-0033,INFINITE_ANALYTIC_BOUNDARY,FIXED_PRIME_RATIONAL_WITT_QP,CONTINUUM,2^ALEPH_0,max,ONE,1,CONSTANT_1,true,false,,,1,true,true,,,,,ANALYTIC_MAX_BRANCH_REQUIRES_THEOREM_PROOF,,PAPER2_LOWER_BOUND_INHERITED_ZERO_P13_CREDIT,Q_BARE_INDEX_ONLY,UNCONDITIONAL_FIXED_PRIME_PAPER2_LOWER_PLUS_P13_UPPER,FIXED_PRIME_ANALYTIC_BRANCH_LEDGER_NOT_CONTROL_PROOF,,,,,,DIAGNOSTIC,,,,,,INFINITE_CONSTANT_NORM_C0_CORONA_BRANCH,0,PASS
paper13-circle-twists-controls/2,V2-0034,INFINITE_ANALYTIC_BOUNDARY,FIXED_PRIME_RATIONAL_WITT_QP,CONTINUUM,2^ALEPH_0,r,ONE,1,CONSTANT_1,true,false,,,1,true,true,,,,,,ANALYTIC_REDUCED_BRANCH_REQUIRES_THEOREM_PROOF,PAPER2_LOWER_BOUND_INHERITED_ZERO_P13_CREDIT,Q_BARE_INDEX_ONLY,UNCONDITIONAL_FIXED_PRIME_PAPER2_LOWER_PLUS_P13_UPPER,FIXED_PRIME_ANALYTIC_BRANCH_LEDGER_NOT_CONTROL_PROOF,,,,,,DIAGNOSTIC,,,,,,INFINITE_CONSTANT_NORM_C0_CORONA_BRANCH,0,PASS
paper13-circle-twists-controls/2,V2-0035,INFINITE_ANALYTIC_BOUNDARY,FIXED_PRIME_RATIONAL_WITT_QP,CONTINUUM,2^ALEPH_0,max,I,1,CONSTANT_1,true,false,,,1,true,true,,,,,ANALYTIC_MAX_BRANCH_REQUIRES_THEOREM_PROOF,,PAPER2_LOWER_BOUND_INHERITED_ZERO_P13_CREDIT,Q_BARE_INDEX_ONLY,UNCONDITIONAL_FIXED_PRIME_PAPER2_LOWER_PLUS_P13_UPPER,FIXED_PRIME_ANALYTIC_BRANCH_LEDGER_NOT_CONTROL_PROOF,,,,,,DIAGNOSTIC,,,,,,INFINITE_CONSTANT_NORM_C0_CORONA_BRANCH,0,PASS
paper13-circle-twists-controls/2,V2-0036,INFINITE_ANALYTIC_BOUNDARY,FIXED_PRIME_RATIONAL_WITT_QP,CONTINUUM,2^ALEPH_0,r,I,1,CONSTANT_1,true,false,,,1,true,true,,,,,,ANALYTIC_REDUCED_BRANCH_REQUIRES_THEOREM_PROOF,PAPER2_LOWER_BOUND_INHERITED_ZERO_P13_CREDIT,Q_BARE_INDEX_ONLY,UNCONDITIONAL_FIXED_PRIME_PAPER2_LOWER_PLUS_P13_UPPER,FIXED_PRIME_ANALYTIC_BRANCH_LEDGER_NOT_CONTROL_PROOF,,,,,,DIAGNOSTIC,,,,,,INFINITE_CONSTANT_NORM_C0_CORONA_BRANCH,0,PASS
paper13-circle-twists-controls/2,V2-0037,FINITE_TAIL_QUOTIENT_MODEL,FINITE_QUOTIENT_CORE0_TAIL1,FINITE_QUOTIENT_MODEL,1,max,ZERO,0,CONSTANT_0,,,,1,0,false,true,,,,,FINITE_TAIL_MAX_QUOTIENT_MODEL_ONLY,,NOT_APPLICABLE,NO_ACTUAL_OR_STANDARD_OWNER_FINITE_MODEL,NOT_APPLICABLE,FINITE_IDEAL_QUOTIENT_MODEL_NOT_MULTIPLIER_CORONA_PROOF,,,,,,DIAGNOSTIC,,,,,,FINITE_TAIL_SUP_QUOTIENT_DISTANCE,0,PASS
paper13-circle-twists-controls/2,V2-0038,FINITE_TAIL_QUOTIENT_MODEL,FINITE_QUOTIENT_CORE0_TAIL1,FINITE_QUOTIENT_MODEL,1,r,ZERO,0,CONSTANT_0,,,,1,0,false,true,,,,,,FINITE_TAIL_REDUCED_QUOTIENT_MODEL_ONLY,NOT_APPLICABLE,NO_ACTUAL_OR_STANDARD_OWNER_FINITE_MODEL,NOT_APPLICABLE,FINITE_IDEAL_QUOTIENT_MODEL_NOT_MULTIPLIER_CORONA_PROOF,,,,,,DIAGNOSTIC,,,,,,FINITE_TAIL_SUP_QUOTIENT_DISTANCE,0,PASS
paper13-circle-twists-controls/2,V2-0039,FINITE_TAIL_QUOTIENT_MODEL,FINITE_QUOTIENT_CORE0_TAIL1,FINITE_QUOTIENT_MODEL,1,max,ONE,1,CONSTANT_1,,,,1,1,true,true,,,,,FINITE_TAIL_MAX_QUOTIENT_MODEL_ONLY,,NOT_APPLICABLE,NO_ACTUAL_OR_STANDARD_OWNER_FINITE_MODEL,NOT_APPLICABLE,FINITE_IDEAL_QUOTIENT_MODEL_NOT_MULTIPLIER_CORONA_PROOF,,,,,,DIAGNOSTIC,,,,,,FINITE_TAIL_SUP_QUOTIENT_DISTANCE,0,PASS
paper13-circle-twists-controls/2,V2-0040,FINITE_TAIL_QUOTIENT_MODEL,FINITE_QUOTIENT_CORE0_TAIL1,FINITE_QUOTIENT_MODEL,1,r,ONE,1,CONSTANT_1,,,,1,1,true,true,,,,,,FINITE_TAIL_REDUCED_QUOTIENT_MODEL_ONLY,NOT_APPLICABLE,NO_ACTUAL_OR_STANDARD_OWNER_FINITE_MODEL,NOT_APPLICABLE,FINITE_IDEAL_QUOTIENT_MODEL_NOT_MULTIPLIER_CORONA_PROOF,,,,,,DIAGNOSTIC,,,,,,FINITE_TAIL_SUP_QUOTIENT_DISTANCE,0,PASS
paper13-circle-twists-controls/2,V2-0041,FINITE_TAIL_QUOTIENT_MODEL,FINITE_QUOTIENT_CORE0_TAIL1,FINITE_QUOTIENT_MODEL,1,max,I,1,CONSTANT_1,,,,1,1,true,true,,,,,FINITE_TAIL_MAX_QUOTIENT_MODEL_ONLY,,NOT_APPLICABLE,NO_ACTUAL_OR_STANDARD_OWNER_FINITE_MODEL,NOT_APPLICABLE,FINITE_IDEAL_QUOTIENT_MODEL_NOT_MULTIPLIER_CORONA_PROOF,,,,,,DIAGNOSTIC,,,,,,FINITE_TAIL_SUP_QUOTIENT_DISTANCE,0,PASS
paper13-circle-twists-controls/2,V2-0042,FINITE_TAIL_QUOTIENT_MODEL,FINITE_QUOTIENT_CORE0_TAIL1,FINITE_QUOTIENT_MODEL,1,r,I,1,CONSTANT_1,,,,1,1,true,true,,,,,,FINITE_TAIL_REDUCED_QUOTIENT_MODEL_ONLY,NOT_APPLICABLE,NO_ACTUAL_OR_STANDARD_OWNER_FINITE_MODEL,NOT_APPLICABLE,FINITE_IDEAL_QUOTIENT_MODEL_NOT_MULTIPLIER_CORONA_PROOF,,,,,,DIAGNOSTIC,,,,,,FINITE_TAIL_SUP_QUOTIENT_DISTANCE,0,PASS
paper13-circle-twists-controls/2,V2-0043,FINITE_TAIL_QUOTIENT_MODEL,FINITE_QUOTIENT_CORE2_TAIL3,FINITE_QUOTIENT_MODEL,5,max,ZERO,0,CONSTANT_0,,,,3,0,false,true,,,,,FINITE_TAIL_MAX_QUOTIENT_MODEL_ONLY,,NOT_APPLICABLE,NO_ACTUAL_OR_STANDARD_OWNER_FINITE_MODEL,NOT_APPLICABLE,FINITE_IDEAL_QUOTIENT_MODEL_NOT_MULTIPLIER_CORONA_PROOF,,,,,,DIAGNOSTIC,,,,,,FINITE_TAIL_SUP_QUOTIENT_DISTANCE,0,PASS
paper13-circle-twists-controls/2,V2-0044,FINITE_TAIL_QUOTIENT_MODEL,FINITE_QUOTIENT_CORE2_TAIL3,FINITE_QUOTIENT_MODEL,5,r,ZERO,0,CONSTANT_0,,,,3,0,false,true,,,,,,FINITE_TAIL_REDUCED_QUOTIENT_MODEL_ONLY,NOT_APPLICABLE,NO_ACTUAL_OR_STANDARD_OWNER_FINITE_MODEL,NOT_APPLICABLE,FINITE_IDEAL_QUOTIENT_MODEL_NOT_MULTIPLIER_CORONA_PROOF,,,,,,DIAGNOSTIC,,,,,,FINITE_TAIL_SUP_QUOTIENT_DISTANCE,0,PASS
paper13-circle-twists-controls/2,V2-0045,FINITE_TAIL_QUOTIENT_MODEL,FINITE_QUOTIENT_CORE2_TAIL3,FINITE_QUOTIENT_MODEL,5,max,ONE,1,CONSTANT_1,,,,3,1,true,true,,,,,FINITE_TAIL_MAX_QUOTIENT_MODEL_ONLY,,NOT_APPLICABLE,NO_ACTUAL_OR_STANDARD_OWNER_FINITE_MODEL,NOT_APPLICABLE,FINITE_IDEAL_QUOTIENT_MODEL_NOT_MULTIPLIER_CORONA_PROOF,,,,,,DIAGNOSTIC,,,,,,FINITE_TAIL_SUP_QUOTIENT_DISTANCE,0,PASS
