tower_type,owner_id,owner_word,base_conjugacy_primitivity,factor_support_evidence,level_n,clock,base_length,quotient_order_symbol,order_evidence,exact_quotient_order,certified_order_lower_bound,first_possible_nonconstant_factor_degree,certified_zero_coefficient_prefix_through_degree,formal_factor,coefficient_prefix_statement,inverse_limit_periodic_orbit_credit,same_owner_a2_credit,formal_route_a_tuple,route_b_invocation_allowed
COCOMPACT_GENUS2_RESIDUAL_HOMOLOGY,G2-H1-AB,a1*b1,PROVED_BY_PRIMITIVE_HOMOLOGY,CERTIFIED_PRIMITIVE_OWNER_FACTOR_SUPPORT,6,HYPERBOLIC_ARCLENGTH,ell(G2-H1-AB),o_6(G2-H1-AB),CERTIFIED_HOMOLOGY_LOWER_BOUND_ONLY,NOT_ENUMERATED,720,>=720,719,(1-x_G2-H1-AB^o_n)^(-1);o_n>=720,E=1 mod x^720,FORBIDDEN,FORBIDDEN,"(A0_WEAK_ARITHMETIC_RELATION,A1_FAIL,A2_FAIL,A3_FAIL,A4_FAIL)",false
COCOMPACT_GENUS2_RESIDUAL_HOMOLOGY,G2-H1-AB,a1*b1,PROVED_BY_PRIMITIVE_HOMOLOGY,CERTIFIED_PRIMITIVE_OWNER_FACTOR_SUPPORT,7,HYPERBOLIC_ARCLENGTH,ell(G2-H1-AB),o_7(G2-H1-AB),CERTIFIED_HOMOLOGY_LOWER_BOUND_ONLY,NOT_ENUMERATED,5040,>=5040,5039,(1-x_G2-H1-AB^o_n)^(-1);o_n>=5040,E=1 mod x^5040,FORBIDDEN,FORBIDDEN,"(A0_WEAK_ARITHMETIC_RELATION,A1_FAIL,A2_FAIL,A3_FAIL,A4_FAIL)",false
COCOMPACT_GENUS2_RESIDUAL_HOMOLOGY,G2-H1-AB,a1*b1,PROVED_BY_PRIMITIVE_HOMOLOGY,CERTIFIED_PRIMITIVE_OWNER_FACTOR_SUPPORT,8,HYPERBOLIC_ARCLENGTH,ell(G2-H1-AB),o_8(G2-H1-AB),CERTIFIED_HOMOLOGY_LOWER_BOUND_ONLY,NOT_ENUMERATED,40320,>=40320,40319,(1-x_G2-H1-AB^o_n)^(-1);o_n>=40320,E=1 mod x^40320,FORBIDDEN,FORBIDDEN,"(A0_WEAK_ARITHMETIC_RELATION,A1_FAIL,A2_FAIL,A3_FAIL,A4_FAIL)",false
COCOMPACT_GENUS2_RESIDUAL_HOMOLOGY,G2-H1-ACD,a1*a2*b2,PROVED_BY_PRIMITIVE_HOMOLOGY,CERTIFIED_PRIMITIVE_OWNER_FACTOR_SUPPORT,1,HYPERBOLIC_ARCLENGTH,ell(G2-H1-ACD),o_1(G2-H1-ACD),CERTIFIED_HOMOLOGY_LOWER_BOUND_ONLY,NOT_ENUMERATED,1,>=1,0,(1-x_G2-H1-ACD^o_n)^(-1);o_n>=1,E=1 mod x^1,FORBIDDEN,FORBIDDEN,"(A0_WEAK_ARITHMETIC_RELATION,A1_FAIL,A2_FAIL,A3_FAIL,A4_FAIL)",false
COCOMPACT_GENUS2_RESIDUAL_HOMOLOGY,G2-H1-ACD,a1*a2*b2,PROVED_BY_PRIMITIVE_HOMOLOGY,CERTIFIED_PRIMITIVE_OWNER_FACTOR_SUPPORT,2,HYPERBOLIC_ARCLENGTH,ell(G2-H1-ACD),o_2(G2-H1-ACD),CERTIFIED_HOMOLOGY_LOWER_BOUND_ONLY,NOT_ENUMERATED,2,>=2,1,(1-x_G2-H1-ACD^o_n)^(-1);o_n>=2,E=1 mod x^2,FORBIDDEN,FORBIDDEN,"(A0_WEAK_ARITHMETIC_RELATION,A1_FAIL,A2_FAIL,A3_FAIL,A4_FAIL)",false
COCOMPACT_GENUS2_RESIDUAL_HOMOLOGY,G2-H1-ACD,a1*a2*b2,PROVED_BY_PRIMITIVE_HOMOLOGY,CERTIFIED_PRIMITIVE_OWNER_FACTOR_SUPPORT,3,HYPERBOLIC_ARCLENGTH,ell(G2-H1-ACD),o_3(G2-H1-ACD),CERTIFIED_HOMOLOGY_LOWER_BOUND_ONLY,NOT_ENUMERATED,6,>=6,5,(1-x_G2-H1-ACD^o_n)^(-1);o_n>=6,E=1 mod x^6,FORBIDDEN,FORBIDDEN,"(A0_WEAK_ARITHMETIC_RELATION,A1_FAIL,A2_FAIL,A3_FAIL,A4_FAIL)",false
COCOMPACT_GENUS2_RESIDUAL_HOMOLOGY,G2-H1-ACD,a1*a2*b2,PROVED_BY_PRIMITIVE_HOMOLOGY,CERTIFIED_PRIMITIVE_OWNER_FACTOR_SUPPORT,4,HYPERBOLIC_ARCLENGTH,ell(G2-H1-ACD),o_4(G2-H1-ACD),CERTIFIED_HOMOLOGY_LOWER_BOUND_ONLY,NOT_ENUMERATED,24,>=24,23,(1-x_G2-H1-ACD^o_n)^(-1);o_n>=24,E=1 mod x^24,FORBIDDEN,FORBIDDEN,"(A0_WEAK_ARITHMETIC_RELATION,A1_FAIL,A2_FAIL,A3_FAIL,A4_FAIL)",false
COCOMPACT_GENUS2_RESIDUAL_HOMOLOGY,G2-H1-ACD,a1*a2*b2,PROVED_BY_PRIMITIVE_HOMOLOGY,CERTIFIED_PRIMITIVE_OWNER_FACTOR_SUPPORT,5,HYPERBOLIC_ARCLENGTH,ell(G2-H1-ACD),o_5(G2-H1-ACD),CERTIFIED_HOMOLOGY_LOWER_BOUND_ONLY,NOT_ENUMERATED,120,>=120,119,(1-x_G2-H1-ACD^o_n)^(-1);o_n>=120,E=1 mod x^120,FORBIDDEN,FORBIDDEN,"(A0_WEAK_ARITHMETIC_RELATION,A1_FAIL,A2_FAIL,A3_FAIL,A4_FAIL)",false
COCOMPACT_GENUS2_RESIDUAL_HOMOLOGY,G2-H1-ACD,a1*a2*b2,PROVED_BY_PRIMITIVE_HOMOLOGY,CERTIFIED_PRIMITIVE_OWNER_FACTOR_SUPPORT,6,HYPERBOLIC_ARCLENGTH,ell(G2-H1-ACD),o_6(G2-H1-ACD),CERTIFIED_HOMOLOGY_LOWER_BOUND_ONLY,NOT_ENUMERATED,720,>=720,719,(1-x_G2-H1-ACD^o_n)^(-1);o_n>=720,E=1 mod x^720,FORBIDDEN,FORBIDDEN,"(A0_WEAK_ARITHMETIC_RELATION,A1_FAIL,A2_FAIL,A3_FAIL,A4_FAIL)",false
COCOMPACT_GENUS2_RESIDUAL_HOMOLOGY,G2-H1-ACD,a1*a2*b2,PROVED_BY_PRIMITIVE_HOMOLOGY,CERTIFIED_PRIMITIVE_OWNER_FACTOR_SUPPORT,7,HYPERBOLIC_ARCLENGTH,ell(G2-H1-ACD),o_7(G2-H1-ACD),CERTIFIED_HOMOLOGY_LOWER_BOUND_ONLY,NOT_ENUMERATED,5040,>=5040,5039,(1-x_G2-H1-ACD^o_n)^(-1);o_n>=5040,E=1 mod x^5040,FORBIDDEN,FORBIDDEN,"(A0_WEAK_ARITHMETIC_RELATION,A1_FAIL,A2_FAIL,A3_FAIL,A4_FAIL)",false
COCOMPACT_GENUS2_RESIDUAL_HOMOLOGY,G2-H1-ACD,a1*a2*b2,PROVED_BY_PRIMITIVE_HOMOLOGY,CERTIFIED_PRIMITIVE_OWNER_FACTOR_SUPPORT,8,HYPERBOLIC_ARCLENGTH,ell(G2-H1-ACD),o_8(G2-H1-ACD),CERTIFIED_HOMOLOGY_LOWER_BOUND_ONLY,NOT_ENUMERATED,40320,>=40320,40319,(1-x_G2-H1-ACD^o_n)^(-1);o_n>=40320,E=1 mod x^40320,FORBIDDEN,FORBIDDEN,"(A0_WEAK_ARITHMETIC_RELATION,A1_FAIL,A2_FAIL,A3_FAIL,A4_FAIL)",false
CUSPED_GAMMA_3_FACTORIAL_CONGRUENCE,G3-A,LLLRRR,NOT_ESTABLISHED,FORMAL_LOOP_ORDER_DIAGNOSTIC_ONLY_NOT_A_PRIMITIVE_ZETA_FACTOR,1,HYPERBOLIC_ARCLENGTH,4.77905286914844,o_1(G3-A),EXACT_FINITE_QUOTIENT_ORDER,1,1,1,0,(1-x_G3-A^1)^(-1),E=1 mod x^1,FORBIDDEN,FORBIDDEN,"(A0_WEAK_ARITHMETIC_RELATION,A1_FAIL,A2_FAIL,A3_FAIL,A4_FAIL)",false
CUSPED_GAMMA_3_FACTORIAL_CONGRUENCE,G3-A,LLLRRR,NOT_ESTABLISHED,FORMAL_LOOP_ORDER_DIAGNOSTIC_ONLY_NOT_A_PRIMITIVE_ZETA_FACTOR,2,HYPERBOLIC_ARCLENGTH,4.77905286914844,o_2(G3-A),EXACT_FINITE_QUOTIENT_ORDER,3,3,3,2,(1-x_G3-A^3)^(-1),E=1 mod x^3,FORBIDDEN,FORBIDDEN,"(A0_WEAK_ARITHMETIC_RELATION,A1_FAIL,A2_FAIL,A3_FAIL,A4_FAIL)",false
CUSPED_GAMMA_3_FACTORIAL_CONGRUENCE,G3-A,LLLRRR,NOT_ESTABLISHED,FORMAL_LOOP_ORDER_DIAGNOSTIC_ONLY_NOT_A_PRIMITIVE_ZETA_FACTOR,3,HYPERBOLIC_ARCLENGTH,4.77905286914844,o_3(G3-A),EXACT_FINITE_QUOTIENT_ORDER,3,3,3,2,(1-x_G3-A^3)^(-1),E=1 mod x^3,FORBIDDEN,FORBIDDEN,"(A0_WEAK_ARITHMETIC_RELATION,A1_FAIL,A2_FAIL,A3_FAIL,A4_FAIL)",false
CUSPED_GAMMA_3_FACTORIAL_CONGRUENCE,G3-A,LLLRRR,NOT_ESTABLISHED,FORMAL_LOOP_ORDER_DIAGNOSTIC_ONLY_NOT_A_PRIMITIVE_ZETA_FACTOR,4,HYPERBOLIC_ARCLENGTH,4.77905286914844,o_4(G3-A),EXACT_FINITE_QUOTIENT_ORDER,6,6,6,5,(1-x_G3-A^6)^(-1),E=1 mod x^6,FORBIDDEN,FORBIDDEN,"(A0_WEAK_ARITHMETIC_RELATION,A1_FAIL,A2_FAIL,A3_FAIL,A4_FAIL)",false
CUSPED_GAMMA_3_FACTORIAL_CONGRUENCE,G3-A,LLLRRR,NOT_ESTABLISHED,FORMAL_LOOP_ORDER_DIAGNOSTIC_ONLY_NOT_A_PRIMITIVE_ZETA_FACTOR,5,HYPERBOLIC_ARCLENGTH,4.77905286914844,o_5(G3-A),EXACT_FINITE_QUOTIENT_ORDER,6,6,6,5,(1-x_G3-A^6)^(-1),E=1 mod x^6,FORBIDDEN,FORBIDDEN,"(A0_WEAK_ARITHMETIC_RELATION,A1_FAIL,A2_FAIL,A3_FAIL,A4_FAIL)",false
CUSPED_GAMMA_3_FACTORIAL_CONGRUENCE,G3-A,LLLRRR,NOT_ESTABLISHED,FORMAL_LOOP_ORDER_DIAGNOSTIC_ONLY_NOT_A_PRIMITIVE_ZETA_FACTOR,6,HYPERBOLIC_ARCLENGTH,4.77905286914844,o_6(G3-A),EXACT_FINITE_QUOTIENT_ORDER,36,36,36,35,(1-x_G3-A^36)^(-1),E=1 mod x^36,FORBIDDEN,FORBIDDEN,"(A0_WEAK_ARITHMETIC_RELATION,A1_FAIL,A2_FAIL,A3_FAIL,A4_FAIL)",false
CUSPED_GAMMA_3_FACTORIAL_CONGRUENCE,G3-A,LLLRRR,NOT_ESTABLISHED,FORMAL_LOOP_ORDER_DIAGNOSTIC_ONLY_NOT_A_PRIMITIVE_ZETA_FACTOR,7,HYPERBOLIC_ARCLENGTH,4.77905286914844,o_7(G3-A),EXACT_FINITE_QUOTIENT_ORDER,72,72,72,71,(1-x_G3-A^72)^(-1),E=1 mod x^72,FORBIDDEN,FORBIDDEN,"(A0_WEAK_ARITHMETIC_RELATION,A1_FAIL,A2_FAIL,A3_FAIL,A4_FAIL)",false
CUSPED_GAMMA_3_FACTORIAL_CONGRUENCE,G3-A,LLLRRR,NOT_ESTABLISHED,FORMAL_LOOP_ORDER_DIAGNOSTIC_ONLY_NOT_A_PRIMITIVE_ZETA_FACTOR,8,HYPERBOLIC_ARCLENGTH,4.77905286914844,o_8(G3-A),EXACT_FINITE_QUOTIENT_ORDER,288,288,288,287,(1-x_G3-A^288)^(-1),E=1 mod x^288,FORBIDDEN,FORBIDDEN,"(A0_WEAK_ARITHMETIC_RELATION,A1_FAIL,A2_FAIL,A3_FAIL,A4_FAIL)",false
CUSPED_GAMMA_3_FACTORIAL_CONGRUENCE,G3-B,LLRLRRLR,NOT_ESTABLISHED,FORMAL_LOOP_ORDER_DIAGNOSTIC_ONLY_NOT_A_PRIMITIVE_ZETA_FACTOR,1,HYPERBOLIC_ARCLENGTH,7.27378583692827,o_1(G3-B),EXACT_FINITE_QUOTIENT_ORDER,1,1,1,0,(1-x_G3-B^1)^(-1),E=1 mod x^1,FORBIDDEN,FORBIDDEN,"(A0_WEAK_ARITHMETIC_RELATION,A1_FAIL,A2_FAIL,A3_FAIL,A4_FAIL)",false
CUSPED_GAMMA_3_FACTORIAL_CONGRUENCE,G3-B,LLRLRRLR,NOT_ESTABLISHED,FORMAL_LOOP_ORDER_DIAGNOSTIC_ONLY_NOT_A_PRIMITIVE_ZETA_FACTOR,2,HYPERBOLIC_ARCLENGTH,7.27378583692827,o_2(G3-B),EXACT_FINITE_QUOTIENT_ORDER,1,1,1,0,(1-x_G3-B^1)^(-1),E=1 mod x^1,FORBIDDEN,FORBIDDEN,"(A0_WEAK_ARITHMETIC_RELATION,A1_FAIL,A2_FAIL,A3_FAIL,A4_FAIL)",false
CUSPED_GAMMA_3_FACTORIAL_CONGRUENCE,G3-B,LLRLRRLR,NOT_ESTABLISHED,FORMAL_LOOP_ORDER_DIAGNOSTIC_ONLY_NOT_A_PRIMITIVE_ZETA_FACTOR,3,HYPERBOLIC_ARCLENGTH,7.27378583692827,o_3(G3-B),EXACT_FINITE_QUOTIENT_ORDER,3,3,3,2,(1-x_G3-B^3)^(-1),E=1 mod x^3,FORBIDDEN,FORBIDDEN,"(A0_WEAK_ARITHMETIC_RELATION,A1_FAIL,A2_FAIL,A3_FAIL,A4_FAIL)",false
CUSPED_GAMMA_3_FACTORIAL_CONGRUENCE,G3-B,LLRLRRLR,NOT_ESTABLISHED,FORMAL_LOOP_ORDER_DIAGNOSTIC_ONLY_NOT_A_PRIMITIVE_ZETA_FACTOR,4,HYPERBOLIC_ARCLENGTH,7.27378583692827,o_4(G3-B),EXACT_FINITE_QUOTIENT_ORDER,12,12,12,11,(1-x_G3-B^12)^(-1),E=1 mod x^12,FORBIDDEN,FORBIDDEN,"(A0_WEAK_ARITHMETIC_RELATION,A1_FAIL,A2_FAIL,A3_FAIL,A4_FAIL)",false
CUSPED_GAMMA_3_FACTORIAL_CONGRUENCE,G3-B,LLRLRRLR,NOT_ESTABLISHED,FORMAL_LOOP_ORDER_DIAGNOSTIC_ONLY_NOT_A_PRIMITIVE_ZETA_FACTOR,5,HYPERBOLIC_ARCLENGTH,7.27378583692827,o_5(G3-B),EXACT_FINITE_QUOTIENT_ORDER,60,60,60,59,(1-x_G3-B^60)^(-1),E=1 mod x^60,FORBIDDEN,FORBIDDEN,"(A0_WEAK_ARITHMETIC_RELATION,A1_FAIL,A2_FAIL,A3_FAIL,A4_FAIL)",false
CUSPED_GAMMA_3_FACTORIAL_CONGRUENCE,G3-B,LLRLRRLR,NOT_ESTABLISHED,FORMAL_LOOP_ORDER_DIAGNOSTIC_ONLY_NOT_A_PRIMITIVE_ZETA_FACTOR,6,HYPERBOLIC_ARCLENGTH,7.27378583692827,o_6(G3-B),EXACT_FINITE_QUOTIENT_ORDER,360,360,360,359,(1-x_G3-B^360)^(-1),E=1 mod x^360,FORBIDDEN,FORBIDDEN,"(A0_WEAK_ARITHMETIC_RELATION,A1_FAIL,A2_FAIL,A3_FAIL,A4_FAIL)",false
CUSPED_GAMMA_3_FACTORIAL_CONGRUENCE,G3-B,LLRLRRLR,NOT_ESTABLISHED,FORMAL_LOOP_ORDER_DIAGNOSTIC_ONLY_NOT_A_PRIMITIVE_ZETA_FACTOR,7,HYPERBOLIC_ARCLENGTH,7.27378583692827,o_7(G3-B),EXACT_FINITE_QUOTIENT_ORDER,360,360,360,359,(1-x_G3-B^360)^(-1),E=1 mod x^360,FORBIDDEN,FORBIDDEN,"(A0_WEAK_ARITHMETIC_RELATION,A1_FAIL,A2_FAIL,A3_FAIL,A4_FAIL)",false
CUSPED_GAMMA_3_FACTORIAL_CONGRUENCE,G3-B,LLRLRRLR,NOT_ESTABLISHED,FORMAL_LOOP_ORDER_DIAGNOSTIC_ONLY_NOT_A_PRIMITIVE_ZETA_FACTOR,8,HYPERBOLIC_ARCLENGTH,7.27378583692827,o_8(G3-B),EXACT_FINITE_QUOTIENT_ORDER,2880,2880,2880,2879,(1-x_G3-B^2880)^(-1),E=1 mod x^2880,FORBIDDEN,FORBIDDEN,"(A0_WEAK_ARITHMETIC_RELATION,A1_FAIL,A2_FAIL,A3_FAIL,A4_FAIL)",false
CUSPED_GAMMA_3_FACTORIAL_CONGRUENCE,G3-C,LLLLLLRRR,NOT_ESTABLISHED,FORMAL_LOOP_ORDER_DIAGNOSTIC_ONLY_NOT_A_PRIMITIVE_ZETA_FACTOR,1,HYPERBOLIC_ARCLENGTH,5.98644569225276,o_1(G3-C),EXACT_FINITE_QUOTIENT_ORDER,1,1,1,0,(1-x_G3-C^1)^(-1),E=1 mod x^1,FORBIDDEN,FORBIDDEN,"(A0_WEAK_ARITHMETIC_RELATION,A1_FAIL,A2_FAIL,A3_FAIL,A4_FAIL)",false
CUSPED_GAMMA_3_FACTORIAL_CONGRUENCE,G3-C,LLLLLLRRR,NOT_ESTABLISHED,FORMAL_LOOP_ORDER_DIAGNOSTIC_ONLY_NOT_A_PRIMITIVE_ZETA_FACTOR,2,HYPERBOLIC_ARCLENGTH,5.98644569225276,o_2(G3-C),EXACT_FINITE_QUOTIENT_ORDER,2,2,2,1,(1-x_G3-C^2)^(-1),E=1 mod x^2,FORBIDDEN,FORBIDDEN,"(A0_WEAK_ARITHMETIC_RELATION,A1_FAIL,A2_FAIL,A3_FAIL,A4_FAIL)",false
CUSPED_GAMMA_3_FACTORIAL_CONGRUENCE,G3-C,LLLLLLRRR,NOT_ESTABLISHED,FORMAL_LOOP_ORDER_DIAGNOSTIC_ONLY_NOT_A_PRIMITIVE_ZETA_FACTOR,3,HYPERBOLIC_ARCLENGTH,5.98644569225276,o_3(G3-C),EXACT_FINITE_QUOTIENT_ORDER,6,6,6,5,(1-x_G3-C^6)^(-1),E=1 mod x^6,FORBIDDEN,FORBIDDEN,"(A0_WEAK_ARITHMETIC_RELATION,A1_FAIL,A2_FAIL,A3_FAIL,A4_FAIL)",false
CUSPED_GAMMA_3_FACTORIAL_CONGRUENCE,G3-C,LLLLLLRRR,NOT_ESTABLISHED,FORMAL_LOOP_ORDER_DIAGNOSTIC_ONLY_NOT_A_PRIMITIVE_ZETA_FACTOR,4,HYPERBOLIC_ARCLENGTH,5.98644569225276,o_4(G3-C),EXACT_FINITE_QUOTIENT_ORDER,12,12,12,11,(1-x_G3-C^12)^(-1),E=1 mod x^12,FORBIDDEN,FORBIDDEN,"(A0_WEAK_ARITHMETIC_RELATION,A1_FAIL,A2_FAIL,A3_FAIL,A4_FAIL)",false
